Grantee,Disaster Type,Disbursement_Velocity,Disbursement_TV_Mean,Disbursement_TV_Std,Disbursement_TV_Count,Disbursement_TV_Min,Disbursement_TV_Max,Disbursement_TV_Lag1_Mean,Disbursement_TV_Lag1_Std,Disbursement_TV_Lag1_Count
"Sarasota County, FL",2022 Disasters including Hurricanes Fiona and Ian,0.006282562657424,0.6282562657424,5.035478978490489,3,-4.443781503064425,5.626362312832672,0.5912904048841234,7.120666979744613,2
"Shelby County, TN",2013 National Disaster Resilience,0.024101472060441987,2.4101515241937186,2.6724890991887116,31,0.2822387458860848,12.152380009317943,2.0854105746895777,2.0016477968255724,30
South Carolina,2015-2018 Mitigation,0.022050781001948565,-4.927106822284393,27.27873532675114,14,-98.35258763520794,16.029647365518645,-5.08011028709933,28.386354677299867,13
South Carolina,2018 Disasters,0.062413070430673574,5.132193634075368,10.537830376175034,15,-11.030353443862296,24.04488190592213,5.1412542885064445,10.935562756692182,14
"Springfield, MA",2011-2013 Hurricane Sandy and Other Events,0.022077303995955696,0.8550154701459484,7.4097867671566515,38,-31.66136930837535,15.171303739074126,0.8778609348748255,7.510638685541887,37
"Springfield, MA",2013 National Disaster Resilience,0.032700216608586484,3.2700216583837625,5.757290218355161,30,-0.0030559647952843605,30.338231044495306,3.369889395088435,5.832692124343629,29
"St. Clair County, IL",2022 Disasters including Hurricanes Fiona and Ian,0.13023877080462865,0.0,,1,0.0,0.0,,,0
St. Tammany Parish,2011-2013 Hurricane Sandy and Other Events,0.020823648199316508,0.5600211800556357,17.78975906990693,33,-48.43785472304105,60.77563919069691,0.4119940563772679,18.053752880792977,32
Tennessee,2011-2013 Hurricane Sandy and Other Events,0.03628166036913233,0.0,0.6503833307418116,27,-2.036080959621467,1.6644607941469158,0.0,0.6632634589535936,26
Tennessee,2013 National Disaster Resilience,0.03413096846551023,-0.013641404514736902,1.4630910362578118,29,-4.959101731623372,2.5505463114374183,-0.014156358919792786,1.4899363064439404,28
Texas - GLO,2008 Hurricane Ike and Other Events,0.01545446197727107,1.3239615755790526,3.6721830295984375,63,-19.490396908499264,8.979667628076077,1.3414101352311079,3.6995266825131927,62
Texas - GLO,2011 Multiple Disasters,0.020432693013689645,2.0386952133421627,2.7840840850126574,47,-0.4669040062329821,10.708193815240863,2.082931584760243,2.798098516956621,46
Texas - GLO,2015 Hurricane Joaquin and Patricia and Other Events,0.03020921781484741,3.020921781484741,28.112811916089054,31,-98.09878684957913,100.0,3.0017527940413538,28.5932015589358,30
Texas - GLO,2015-2018 Mitigation,0.015652566673194125,1.5620461218395727,0.9524459723380649,16,-0.4363365999273932,3.348843131283208,1.54293831375026,0.982695780353728,15
Texas - GLO,2016 Louisiana Floods and Other Events,0.03120981767246256,2.653848057058682,3.476193418825671,27,-10.502988436272267,8.3314659573001,2.7215497160786635,3.5268360355375235,26
Texas - GLO,"2017 Hurricanes Harvey, Irma and Maria",0.031890172597297366,2.4036592910977332,7.949717618957656,26,-21.477172172305767,21.151195753246753,2.4767359602347145,8.10472888145979,25
Texas - GLO,2018 Disasters,0.039079341348260056,3.8125926975086704,3.7192524711000727,14,0.06004400803742982,11.07626525260947,4.092303240113834,3.71469595568172,13
Texas - GLO,2019 Disasters,0.03830243585718378,3.694837522394425,3.5545143010467255,14,0.010623905221385233,13.56519106558594,3.978238569869274,3.5311930813973573,13
"Town of Union, NY",2011 Multiple Disasters,0.023855075780585343,2.3770767453184796,3.4923032762907695,40,-2.3047843805625523,16.84930984532771,2.4337971724119414,3.519241328545347,39
