,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,8,15,66.11314878892068,2.9060753803378248e-11,83.15524459605172,0.1473414975861268,0.20494312643679247,-0.49073163793101404,0.2049431264367925,-0.5987346920260121,0.7203245101348957,17.184913494810576,26.389566109139306,4.407543252594712
