model,variable,HR,HR_Lower,HR_Upper,p_value,concordance,n_obs,n_events
velocity_pp_roll4_full_lag1,Prior_Grant_Dollars_log,1.0019023928582178,0.9904385469732896,1.0134989272000674,0.7461655443465766,0.7049027349077597,2881,33
velocity_pp_roll4_full_lag1,Disaster_Year,1.001877976706858,0.9726673368068159,1.0319658553616946,0.9010931511367022,0.7049027349077597,2881,33
velocity_pp_roll4_full_lag1,Population_log,0.996264900745622,0.942822857184115,1.0527362005436187,0.89417077519478,0.7049027349077597,2881,33
velocity_index_roll4_only_lag1,Capacity_Velocity_Index_pp_roll4_lag1_scaled,1.0049066802343074,0.896079380430576,1.1269508684535277,0.933296330487345,0.634591917306726,2886,33
velocity_index_roll4_full_lag1,Capacity_Velocity_Index_pp_roll4_lag1_scaled,1.0049076686188607,0.8959245500564095,1.1271478411719067,0.9333837241461631,0.707809920321585,2881,33
velocity_index_roll4_full_lag1,Government_Type_State,1.011071004915977,0.8085095729280696,1.2643815375983818,0.9231051965463019,0.707809920321585,2881,33
velocity_index_roll4_full_lag1,Prior_Grant_Count,1.0022797468416633,0.9069534181794864,1.1076254532955354,0.9643796095146565,0.707809920321585,2881,33
velocity_index_roll4_full_lag1,Prior_Grant_Dollars_log,1.0019024636282874,0.9904386256652264,1.013498989854344,0.7461562477026725,0.707809920321585,2881,33
velocity_index_roll4_full_lag1,Disaster_Year,1.0018784390410593,0.9726680827192554,1.0319660164124749,0.9010679335126521,0.707809920321585,2881,33
velocity_index_roll4_full_lag1,Population_log,0.9962626692415294,0.9428210539611348,1.052733497999687,0.8941071781015784,0.707809920321585,2881,33
velocity_pp_roll4_only_lag0,Disbursement_Velocity_pp_roll4_lag0,0.9996702347474196,0.9839629978009828,1.0156282100783716,0.9674407371056706,0.39093062484298174,3016,33
velocity_pp_roll4_only_lag0,Expenditure_Velocity_pp_roll4_lag0,0.9997348768881067,0.9911656945353123,1.0083781446199658,0.9518590063665981,0.39093062484298174,3016,33
velocity_pp_roll4_full_lag0,Disbursement_Velocity_pp_roll4_lag0,0.9996676120263911,0.9839235453648558,1.0156636043951734,0.9672593108935292,0.6858378494778021,3010,33
velocity_pp_roll4_full_lag0,Expenditure_Velocity_pp_roll4_lag0,0.9997329699231863,0.9911579496075145,1.008382177176917,0.9515463237393251,0.6858378494778021,3010,33
velocity_pp_roll4_full_lag0,Government_Type_State,1.0106496627960955,0.8116160576521736,1.2584925239953775,0.9245775519567219,0.6858378494778021,3010,33
velocity_pp_roll4_full_lag0,Prior_Grant_Count,1.0021854935952856,0.9099353158138695,1.1037880892385046,0.9646564429665173,0.6858378494778021,3010,33
velocity_pp_roll4_full_lag0,Prior_Grant_Dollars_log,1.0018208981093626,0.9906135708288137,1.0131550197206902,0.7512797295264289,0.6858378494778021,3010,33
velocity_pp_roll4_full_lag0,Disaster_Year,1.0017775969106844,0.973446936895273,1.0309327767499177,0.9034218156155128,0.6858378494778021,3010,33
velocity_pp_roll4_full_lag0,Population_log,0.9964258445123669,0.9439879569806277,1.0517766209517003,0.8967138999435427,0.6858378494778021,3010,33
velocity_index_roll4_only_lag0,Capacity_Velocity_Index_pp_roll4_lag0_scaled,0.9965074465652802,0.8905590669658341,1.1150603344518548,0.9513553227709727,0.3908229551735276,3016,33
