Experience_Group,N,N_Events,Velocity_HR,Velocity_p,Velocity_CI_lower,Velocity_CI_upper,Interaction_HR,Interaction_p
Novice,74,55,4.6080258828973815,0.04317353179245119,1.0480105792179952,20.26115285333904,,
Experienced,69,51,3.1503425084212098,0.23663412483893617,0.47097691300171146,21.072493462815615,,
Interaction,143,106,4.7020172822446575,0.03200967973633997,,,0.5625607709367997,0.8119588977790078
