source,model,capacity_set,variable,p_value,effect_ratio,effect_lower,effect_upper,n,events,interpretation,bonferroni,rank,bh_raw,bh_fdr,sig_bonferroni,sig_bh_fdr
capacity_sets,Cox_PH,ratio_velocity_index_pp_threshold_interaction,Ratio_disbursed_to_obligated_high,0.2123625680973795,1.6930073286355645,0.7401048998463876,3.872793999078562,151,40,Hazard Ratio (>1 = faster completion),1.0,168,0.6029580058479167,0.6029580058479167,False,False
capacity_sets,Cox_PH,velocity_fixed_12m_pp,Disbursement_Velocity_fixed_12m_pp,0.2346642168036041,1.0631296377047734,0.961036957501664,1.1760678064915375,150,39,Hazard Ratio (>1 = faster completion),1.0,172,0.650783903577437,0.650783903577437,False,False
capacity_sets,Cox_PH,ratio_velocity_index_pp_spline_q75_interaction,Ratio_disbursed_to_obligated_above_q75_x_Capacity_Velocity_Index_pp,0.2562570614776044,2.135334471428233,0.5763314145115803,7.911512699223293,151,40,Hazard Ratio (>1 = faster completion),1.0,173,0.7065584874266896,0.7065584874266896,False,False
capacity_sets,Cox_PH,velocity_index_early_2q_pp,Capacity_Velocity_Index_early_2q_pp,0.2702542984110916,1.0418761073116731,0.9685966767995302,1.1206995119719902,151,40,Hazard Ratio (>1 = faster completion),1.0,174,0.7408695421959236,0.7404083775830171,False,False
capacity_sets,Cox_PH,ratio_velocity_pp_spline_q75_interaction,Ratio_disbursed_to_obligated_c,0.2716382936625325,2.1430881416068877,0.550580494881948,8.341789847969146,151,40,Hazard Ratio (>1 = faster completion),1.0,175,0.7404083775830171,0.7404083775830171,False,False
capacity_sets,Cox_PH,ratio_velocity_index_pp_spline_q75_interaction,Ratio_disbursed_to_obligated_c,0.2825804211535874,2.1144298156084305,0.5395605686486526,8.286027009592646,151,40,Hazard Ratio (>1 = faster completion),1.0,177,0.7615302875155998,0.7615302875155998,False,False
capacity_sets,Cox_PH,quartiles_ratio,Capacity_Index_Q2,0.2978151970975688,0.6162796096983271,0.2477576652808962,1.532951793436227,156,41,Hazard Ratio (>1 = faster completion),1.0,178,0.7980778034580917,0.7980778034580917,False,False
capacity_sets,Cox_PH,ratio_velocity_pp_spline_q67_interaction,Ratio_disbursed_to_obligated_c,0.3019836107323878,2.069470822298531,0.5201065344183241,8.234292786062852,151,40,Hazard Ratio (>1 = faster completion),1.0,180,0.8002565684408276,0.8002565684408276,False,False
capacity_sets,Cox_PH,velocity_fixed_12m_pp,Expenditure_Velocity_fixed_12m_pp,0.3070310608281278,1.0642341597729754,0.9444069416633326,1.199265165112948,150,39,Hazard Ratio (>1 = faster completion),1.0,181,0.8091371050553424,0.8091371050553424,False,False
capacity_sets,Cox_PH,ratio_velocity_pp_spline_interaction,Ratio_disbursed_to_obligated_c,0.3103574245416785,2.041785007094685,0.5141260625441368,8.108684462653066,151,40,Hazard Ratio (>1 = faster completion),1.0,182,0.8134092939911023,0.8134092939911023,False,False
capacity_sets,Cox_PH,ratio_velocity_index_pp_spline_q67_interaction,Ratio_disbursed_to_obligated_c,0.3138063377284019,2.0390135311325164,0.5097336626335667,8.156369659129732,151,40,Hazard Ratio (>1 = faster completion),1.0,183,0.8179542245707525,0.8179542245707525,False,False
capacity_sets,Cox_PH,ratio_velocity_index_pp_spline_interaction,Ratio_disbursed_to_obligated_c,0.3220687275022242,2.011749361565722,0.5043138098356299,8.025034045923045,151,40,Hazard Ratio (>1 = faster completion),1.0,184,0.8349281685791357,0.8279803103193594,False,False
capacity_sets,Cox_PH,ratio_velocity_pp_interaction,Ratio_disbursed_to_obligated_x_Disbursement_Velocity_pp,0.3238843959015883,1.197552997853701,0.8370299075289573,1.7133595463777047,151,40,Hazard Ratio (>1 = faster completion),1.0,186,0.8306067572314926,0.8279803103193594,False,False
capacity_sets,Cox_PH,absolute_index,Capacity_Absolute_Index,0.3263046705900389,0.9562720485263472,0.8745965959949089,1.0455748798707871,156,41,Hazard Ratio (>1 = faster completion),1.0,187,0.8323386517189763,0.8279803103193594,False,False
capacity_sets,Cox_PH,ratio_velocity_pp_spline_q67_interaction,Ratio_disbursed_to_obligated_above_q67_x_Disbursement_Velocity_pp,0.3364956894537155,1.3583124344426345,0.7274077422697584,2.536421545094381,151,40,Hazard Ratio (>1 = faster completion),1.0,191,0.8403583448660852,0.8403583448660852,False,False
capacity_sets,Cox_PH,quartiles_absolute,Capacity_Absolute_Index_Q4,0.3558291017700759,0.6969430053454668,0.3238578443926403,1.4998233364113922,156,41,Hazard Ratio (>1 = faster completion),1.0,192,0.8840129247100322,0.8781260493061502,False,False
capacity_sets,Cox_PH,velocity_fixed_18m_pp,Expenditure_Velocity_fixed_18m_pp,0.3571414120867781,1.065116524062006,0.9312853098655828,1.2181800763008643,151,40,Hazard Ratio (>1 = faster completion),1.0,194,0.8781260493061502,0.8781260493061502,False,False
capacity_sets,Cox_PH,ratio_velocity_pp_spline_q75_interaction,Ratio_disbursed_to_obligated_above_q75_x_Disbursement_Velocity_pp,0.3973829891301822,1.3943580039446044,0.6456788204323147,3.0111476195899045,151,40,Hazard Ratio (>1 = faster completion),1.0,195,0.9720599272569074,0.9720599272569074,False,False
capacity_sets,Cox_PH,ratio_velocity_pp_threshold_q75_interaction,Ratio_disbursed_to_obligated_high_q75_x_Disbursement_Velocity_pp,0.4399014506617347,1.0627297772954742,0.910691745272324,1.2401502324068672,151,40,Hazard Ratio (>1 = faster completion),1.0,198,1.059762585685088,0.9999999119155442,False,False
capacity_sets,Cox_PH,pca,Capacity_PCA1,0.494604415812079,1.0902273488644108,0.8508582099385352,1.396937419570511,151,40,Hazard Ratio (>1 = faster completion),1.0,203,1.1621985534106487,0.9999999119155442,False,False
time_varying,lag2,,Ratio_disbursed_to_obligated_lag2,0.5838908148304116,1.0713795616598587,0.8371244725165585,1.3711869654124418,,,Hazard Ratio (>1 = faster completion),1.0,211,1.3199806572232529,0.9999999119155442,False,False
capacity_sets,Cox_PH,velocity_early_3q_pp,Expenditure_Velocity_early_3q_pp,0.5972728013548064,0.966986741984672,0.8537567544471683,1.095233922664086,146,40,Hazard Ratio (>1 = faster completion),1.0,212,1.3438638030483143,0.9999999119155442,False,False
time_varying,full_covariates,,Ratio_disbursed_to_obligated_lag1,0.6010620919212899,1.0669095676178226,0.8369333115542776,1.3600797217170235,,,Hazard Ratio (>1 = faster completion),1.0,213,1.3460404593730295,0.9999999119155442,False,False
time_varying,capacity_only,,Ratio_disbursed_to_obligated_lag1,0.6014458980368493,1.0666622880437726,0.8372528476023913,1.3589305070660076,,,Hazard Ratio (>1 = faster completion),1.0,214,1.3406060437550333,0.9999999119155442,False,False
time_varying,lag0,,Ratio_disbursed_to_obligated_lag0,0.6048678164210975,1.065070584967001,0.8388165185193543,1.3523521841991188,,,Hazard Ratio (>1 = faster completion),1.0,215,1.3419625508505282,0.9999999119155442,False,False
capacity_sets,Cox_PH,ratios,Ratio_expended_to_disbursed,0.6260380798912495,0.9578229050386032,0.8054050941649968,1.1390848208723194,152,41,Hazard Ratio (>1 = faster completion),1.0,218,1.3698172665510366,0.9999999119155442,False,False
capacity_sets,Cox_PH,quartiles_velocity_scaled,Capacity_Velocity_Index_scaled_Q3,0.6551877129596462,1.1728481704644416,0.5825624008826872,2.3612454715195264,156,41,Hazard Ratio (>1 = faster completion),1.0,221,1.414138185890277,0.9999999119155442,False,False
capacity_sets,Cox_PH,velocity_early_2q_pp,Expenditure_Velocity_early_2q_pp,0.6634660398310702,0.9784298132092704,0.8868958133366162,1.0794107774341029,151,40,Hazard Ratio (>1 = faster completion),1.0,222,1.4255554099072993,0.9999999119155442,False,False
capacity_sets,Cox_PH,velocity_early_6q_pp,Expenditure_Velocity_early_6q_pp,0.7298864935245903,0.9722999186450354,0.8289881104371949,1.140386840166587,125,40,Hazard Ratio (>1 = faster completion),1.0,227,1.533726244102333,0.9999999119155442,False,False
capacity_sets,Cox_PH,quartiles_velocity,Capacity_Velocity_Index_Q3,0.756933220740108,1.1165070103470216,0.555623419309225,2.243584162999926,156,41,Hazard Ratio (>1 = faster completion),1.0,244,1.4797424028402932,0.9999999119155442,False,False
capacity_sets,Cox_PH,quartiles_velocity_winsor,Capacity_Velocity_Index_winsor_Q3,0.756933220740108,1.1165070103470216,0.555623419309225,2.243584162999926,156,41,Hazard Ratio (>1 = faster completion),1.0,245,1.4737026379307412,0.9999999119155442,False,False
capacity_sets,Cox_PH,quartiles_velocity_pp,Capacity_Velocity_Index_pp_Q3,0.756933220740108,1.1165070103470216,0.555623419309225,2.243584162999926,156,41,Hazard Ratio (>1 = faster completion),1.0,246,1.4677119768009412,0.9999999119155442,False,False
capacity_sets,Cox_PH,ratio_velocity_pp_threshold_q33_interaction,Ratio_disbursed_to_obligated_high_q33,0.7641177445006476,1.1669548415919435,0.425685980701127,3.1990332405872257,151,40,Hazard Ratio (>1 = faster completion),1.0,254,1.434977024121295,0.9999999119155442,False,False
capacity_sets,Cox_PH,ratio_velocity_pp_threshold_q25_interaction,Ratio_disbursed_to_obligated_high_q25,0.7784176258112931,1.1726506447292842,0.3867003443588115,3.556008042516946,151,40,Hazard Ratio (>1 = faster completion),1.0,259,1.433610839814621,0.9999999119155442,False,False
capacity_sets,Cox_PH,quartiles_absolute,Capacity_Absolute_Index_Q2,0.793721674193492,1.1091392808120304,0.5102547409249447,2.4109329038476903,156,41,Hazard Ratio (>1 = faster completion),1.0,260,1.4561739945780603,0.9999999119155442,False,False
capacity_sets,Cox_PH,ratio_velocity_index_pp_threshold_q33_interaction,Ratio_disbursed_to_obligated_high_q33,0.8309089539445862,1.118308500889554,0.4007127995429107,3.120973187251331,151,40,Hazard Ratio (>1 = faster completion),1.0,261,1.5185577434159678,0.9999999119155442,False,False
capacity_sets,Cox_PH,ratio_velocity_index_pp_threshold_q25_interaction,Ratio_disbursed_to_obligated_high_q25,0.8401417962305888,1.1232950830784196,0.3629637114725909,3.476358114558891,151,40,Hazard Ratio (>1 = faster completion),1.0,262,1.5295711328320263,0.9999999119155442,False,False
time_varying,velocity_pp_roll4_only_lag2,,Expenditure_Velocity_pp_roll4_lag2,0.8824363121325494,1.000642630515748,0.9921587305285396,1.0091990759100355,,,Hazard Ratio (>1 = faster completion),1.0,265,1.588385361838589,0.9999999119155442,False,False
time_varying,velocity_pp_roll4_full_lag2,,Expenditure_Velocity_pp_roll4_lag2,0.8825735970444643,1.0006424594690069,0.9921508626659892,1.0092067339453288,,,Hazard Ratio (>1 = faster completion),1.0,266,1.5826601721436446,0.9999999119155442,False,False
time_varying,velocity_pp_roll4_only_lag1,,Expenditure_Velocity_pp_roll4_lag1,0.8998798593536587,1.0005514427150783,0.99199512984907,1.0091815568404456,,,Hazard Ratio (>1 = faster completion),1.0,285,1.5061147119708604,0.9999999119155442,False,False
time_varying,velocity_pp_roll4_full_lag1,,Expenditure_Velocity_pp_roll4_lag1,0.899966611742132,1.0005513721769788,0.9919887227764588,1.0091879326644624,,,Hazard Ratio (>1 = faster completion),1.0,286,1.500993265038451,0.9999999119155442,False,False
time_varying,velocity_index_roll4_only_lag2,,Capacity_Velocity_Index_pp_roll4_lag2_scaled,0.9108900925443096,1.0066670992483175,0.8960765503690622,1.1309063363968703,,,Hazard Ratio (>1 = faster completion),1.0,321,1.3535656515378058,0.9999999119155442,False,False
time_varying,velocity_index_roll4_full_lag2,,Capacity_Velocity_Index_pp_roll4_lag2_scaled,0.9109958797809952,1.0066699349826047,0.8959103679530516,1.1311224808272184,,,Hazard Ratio (>1 = faster completion),1.0,322,1.3495187411662568,0.9999999119155442,False,False
time_varying,velocity_index_cum_full_lag2,,Capacity_Velocity_Index_pp_cum_lag2_scaled,0.930400877396877,1.005063283117561,0.8973695745462043,1.1256813599701996,,,Hazard Ratio (>1 = faster completion),1.0,350,1.2680034814808867,0.9999999119155442,False,False
time_varying,velocity_index_cum_only_lag2,,Capacity_Velocity_Index_pp_cum_lag2_scaled,0.9307666957792174,1.0050087830888563,0.8978800889982651,1.1249193143514464,,,Hazard Ratio (>1 = faster completion),1.0,351,1.2648880737512442,0.9999999119155442,False,False
time_varying,velocity_index_roll4_only_lag1,,Capacity_Velocity_Index_pp_roll4_lag1_scaled,0.933296330487345,1.0049066802343074,0.896079380430576,1.1269508684535277,,,Hazard Ratio (>1 = faster completion),1.0,355,1.2540347877252493,0.9999999119155442,False,False
time_varying,velocity_index_roll4_full_lag1,,Capacity_Velocity_Index_pp_roll4_lag1_scaled,0.9333837241461632,1.0049076686188607,0.8959245500564095,1.1271478411719067,,,Hazard Ratio (>1 = faster completion),1.0,356,1.2506293157801118,0.9999999119155442,False,False
time_varying,velocity_index_cum_full_lag1,,Capacity_Velocity_Index_pp_cum_lag1_scaled,0.9352375740228648,1.0046047300411896,0.8992253655029072,1.122333401990614,,,Hazard Ratio (>1 = faster completion),1.0,357,1.2496031451229874,0.9999999119155442,False,False
time_varying,velocity_pp_cum_full_lag2,,Disbursement_Velocity_pp_cum_lag2,0.9354087812074852,1.000460040536182,0.9893930323499542,1.011650840447426,,,Hazard Ratio (>1 = faster completion),1.0,358,1.2463407503798056,0.9999999119155442,False,False
time_varying,velocity_index_cum_only_lag1,,Capacity_Velocity_Index_pp_cum_lag1_scaled,0.9355821780524484,1.0045540924926222,0.8997451410458318,1.1215719637793211,,,Hazard Ratio (>1 = faster completion),1.0,359,1.2430994399192699,0.9999999119155442,False,False
time_varying,velocity_pp_cum_only_lag2,,Disbursement_Velocity_pp_cum_lag2,0.9367108598103436,1.0004468709604484,0.9894745777989782,1.0115408359868885,,,Hazard Ratio (>1 = faster completion),1.0,360,1.2411418892487054,0.9999999119155442,False,False
capacity_sets,Cox_PH,velocity_early_4q_pp,Expenditure_Velocity_early_4q_pp,0.9375871384501938,1.0050418979276243,0.8861622851505437,1.1398693371591198,139,40,Hazard Ratio (>1 = faster completion),1.0,361,1.238861676013137,0.9999999119155442,False,False
time_varying,velocity_index_cum_full_lag0,,Capacity_Velocity_Index_pp_cum_lag0_scaled,0.9378362922160453,1.0043219144628766,0.9011624540068592,1.119290426920849,,,Hazard Ratio (>1 = faster completion),1.0,362,1.2357677110139602,0.9999999119155442,False,False
time_varying,velocity_index_cum_only_lag0,,Capacity_Velocity_Index_pp_cum_lag0_scaled,0.9381849947547636,1.0042725719083214,0.9016852500267788,1.118531548184249,,,Hazard Ratio (>1 = faster completion),1.0,363,1.2328216046777472,0.9999999119155442,False,False
time_varying,velocity_pp_cum_only_lag2,,Expenditure_Velocity_pp_cum_lag2,0.9390631124679324,1.0002402236264425,0.9940994324610328,1.0064189479350631,,,Hazard Ratio (>1 = faster completion),1.0,364,1.2305854523274828,0.9999999119155442,False,False
time_varying,velocity_pp_cum_full_lag2,,Expenditure_Velocity_pp_cum_lag2,0.9393411323419564,1.0002397619310912,0.9940826789600002,1.0064349802318842,,,Hazard Ratio (>1 = faster completion),1.0,365,1.2275773154167484,0.9999999119155442,False,False
time_varying,velocity_pp_cum_full_lag1,,Disbursement_Velocity_pp_cum_lag1,0.939723298612782,1.000425247045623,0.9894610764374434,1.011510911101082,,,Hazard Ratio (>1 = faster completion),1.0,366,1.2247213481920685,0.9999999119155442,False,False
time_varying,velocity_pp_cum_only_lag1,,Disbursement_Velocity_pp_cum_lag1,0.9409348556529596,1.000413024528498,0.9895446816900336,1.0114007362830304,,,Hazard Ratio (>1 = faster completion),1.0,367,1.2229589268295962,0.9999999119155442,False,False
time_varying,velocity_pp_cum_full_lag0,,Disbursement_Velocity_pp_cum_lag0,0.9413720087830456,1.0004121605783969,0.9894858592498412,1.0114591145262968,,,Hazard Ratio (>1 = faster completion),1.0,368,1.2202023048628063,0.9999999119155442,False,False
time_varying,velocity_pp_cum_only_lag0,,Disbursement_Velocity_pp_cum_lag0,0.9425299766746708,1.0004003762218665,0.9895717644995872,1.011347482464744,,,Hazard Ratio (>1 = faster completion),1.0,369,1.2183924088721354,0.9999999119155442,False,False
time_varying,velocity_pp_cum_only_lag1,,Expenditure_Velocity_pp_cum_lag1,0.9436315849684072,1.0002215372626924,0.9940985866207082,1.0063822009897456,,,Hazard Ratio (>1 = faster completion),1.0,371,1.213240609245095,0.9999999119155442,False,False
time_varying,velocity_pp_cum_full_lag1,,Expenditure_Velocity_pp_cum_lag1,0.9438929650281548,1.0002211120864173,0.9940814485415228,1.0063986955306314,,,Hazard Ratio (>1 = faster completion),1.0,372,1.210314366447392,0.9999999119155442,False,False
capacity_sets,Cox_PH,quartiles_absolute,Capacity_Absolute_Index_Q3,0.9441015174906364,1.0274458903550117,0.4820118963225645,2.1900809205359533,156,41,Hazard Ratio (>1 = faster completion),1.0,373,1.2073362569518327,0.9999999119155442,False,False
capacity_sets,Cox_PH,quartiles_ratio,Capacity_Index_Q3,0.945937493712717,0.9733535384808494,0.4459060448089233,2.124701205338383,156,41,Hazard Ratio (>1 = faster completion),1.0,374,1.2064496911790534,0.9999999119155442,False,False
time_varying,velocity_pp_cum_only_lag0,,Expenditure_Velocity_pp_cum_lag0,0.94635729485751,1.000210371014649,0.9941001131544708,1.0063581857070054,,,Hazard Ratio (>1 = faster completion),1.0,375,1.2037664790587526,0.9999999119155442,False,False
time_varying,velocity_pp_cum_full_lag0,,Expenditure_Velocity_pp_cum_lag0,0.946580148087809,1.0002100818634991,0.9940827821212904,1.0063751488850594,,,Hazard Ratio (>1 = faster completion),1.0,376,1.2008476878667151,0.9999999119155442,False,False
time_varying,velocity_index_roll4_full_lag0,,Capacity_Velocity_Index_pp_roll4_lag0_scaled,0.951035394794316,0.9964792743358504,0.8903851754582968,1.1152150457466945,,,Hazard Ratio (>1 = faster completion),1.0,377,1.2032994252437366,0.9999999119155442,False,False
time_varying,velocity_index_roll4_only_lag0,,Capacity_Velocity_Index_pp_roll4_lag0_scaled,0.9513553227709728,0.9965074465652802,0.8905590669658341,1.1150603344518548,,,Hazard Ratio (>1 = faster completion),1.0,378,1.2005198120681322,0.9999999119155442,False,False
time_varying,velocity_pp_roll4_full_lag0,,Expenditure_Velocity_pp_roll4_lag0,0.9515463237393252,0.9997329699231864,0.9911579496075144,1.008382177176917,,,Hazard Ratio (>1 = faster completion),1.0,379,1.197592602700945,0.9999999119155442,False,False
time_varying,velocity_pp_roll4_only_lag0,,Expenditure_Velocity_pp_roll4_lag0,0.951859006366598,0.9997348768881068,0.9911656945353124,1.0083781446199658,,,Hazard Ratio (>1 = faster completion),1.0,380,1.1948335422022822,0.9999999119155442,False,False
time_varying,velocity_pp_roll4_full_lag0,,Disbursement_Velocity_pp_roll4_lag0,0.9672593108935292,0.9996676120263912,0.9839235453648558,1.0156636043951734,,,Hazard Ratio (>1 = faster completion),1.0,409,1.1280750398440427,0.9999999119155442,False,False
time_varying,velocity_pp_roll4_only_lag0,,Disbursement_Velocity_pp_roll4_lag0,0.9674407371056706,0.9996702347474196,0.9839629978009828,1.0156282100783716,,,Hazard Ratio (>1 = faster completion),1.0,410,1.1255347112180607,0.9999999119155442,False,False
time_varying,velocity_pp_only_lag1,,Disbursement_Velocity_pp_lag1,0.9726187936604316,0.9999167187304554,0.9951726034130326,1.004683449853486,,,Hazard Ratio (>1 = faster completion),1.0,411,1.1288057532263402,0.9999999119155442,False,False
time_varying,velocity_pp_full_lag1,,Disbursement_Velocity_pp_lag1,0.9726270884483352,0.9999165004763028,0.995158543961866,1.0046972052757546,,,Hazard Ratio (>1 = faster completion),1.0,412,1.1260755368685822,0.9999999119155442,False,False
time_varying,velocity_index_scaled_full_lag1,,Capacity_Velocity_Index_pp_lag1_scaled,0.9729879977229192,0.998137146376144,0.8960186672565912,1.1118939809884676,,,Hazard Ratio (>1 = faster completion),1.0,413,1.123765798822839,0.9999999119155442,False,False
time_varying,velocity_index_scaled_only_lag1,,Capacity_Velocity_Index_pp_lag1_scaled,0.9730609632803252,0.9981450338396716,0.8961746815080056,1.1117179821486616,,,Hazard Ratio (>1 = faster completion),1.0,414,1.1211354576925487,0.9999999119155442,False,False
time_varying,velocity_index_roll2_only_lag0,,Capacity_Velocity_Index_pp_roll2_lag0_scaled,0.97592713882844,0.9983427724752988,0.8963802112411893,1.111903496813683,,,Hazard Ratio (>1 = faster completion),1.0,417,1.1163483098828917,0.9999999119155442,False,False
time_varying,velocity_index_roll2_full_lag0,,Capacity_Velocity_Index_pp_roll2_lag0_scaled,0.9759318519706556,0.9983414642179604,0.8962838133202741,1.112020170803542,,,Hazard Ratio (>1 = faster completion),1.0,418,1.1136829985406764,0.9999999119155442,False,False
time_varying,velocity_pp_full_lag1,,Expenditure_Velocity_pp_lag1,0.9781015233545496,0.9999687236102468,0.9977379646303858,1.0022044701577888,,,Hazard Ratio (>1 = faster completion),1.0,419,1.1134950516470647,0.9999999119155442,False,False
time_varying,velocity_pp_only_lag1,,Expenditure_Velocity_pp_lag1,0.9781972771553604,0.9999688803069208,0.9977395453360156,1.0022031964720022,,,Hazard Ratio (>1 = faster completion),1.0,420,1.1109526219121593,0.9999999119155442,False,False
time_varying,velocity_pp_roll2_full_lag0,,Expenditure_Velocity_pp_roll2_lag0,0.9783295165871572,0.9999500152641272,0.9963498892330568,1.0035631496847002,,,Hazard Ratio (>1 = faster completion),1.0,421,1.1084636090548077,0.9999999119155442,False,False
time_varying,velocity_pp_roll2_only_lag0,,Expenditure_Velocity_pp_roll2_lag0,0.9783638699633224,0.9999501140013072,0.9963513904450426,1.003561835794297,,,Hazard Ratio (>1 = faster completion),1.0,422,1.1058757487500113,0.9999999119155442,False,False
time_varying,velocity_index_roll2_full_lag1,,Capacity_Velocity_Index_pp_roll2_lag1_scaled,0.9790774714804952,0.9985259587287812,0.8942937820070707,1.1149066563087746,,,Hazard Ratio (>1 = faster completion),1.0,424,1.101462155415557,0.9999999119155442,False,False
time_varying,velocity_index_roll2_only_lag1,,Capacity_Velocity_Index_pp_roll2_lag1_scaled,0.9791682923066208,0.9985338158224047,0.8943990962283402,1.1147929213540932,,,Hazard Ratio (>1 = faster completion),1.0,425,1.098972412777078,0.9999999119155442,False,False
time_varying,velocity_index_roll2_full_lag2,,Capacity_Velocity_Index_pp_roll2_lag2_scaled,0.9796198914366776,0.998531446559101,0.8920539718059155,1.1177183010002252,,,Hazard Ratio (>1 = faster completion),1.0,427,1.0943294805978812,0.9999999119155442,False,False
time_varying,velocity_index_roll2_only_lag2,,Capacity_Velocity_Index_pp_roll2_lag2_scaled,0.9799005123737434,0.9985531096566932,0.8921742754286222,1.1176160759914502,,,Hazard Ratio (>1 = faster completion),1.0,428,1.0920853841174665,0.9999999119155442,False,False
time_varying,velocity_pp_roll2_full_lag1,,Disbursement_Velocity_pp_roll2_lag1,0.9800563149351544,0.9998953515029616,0.991724351764276,1.008133673614654,,,Hazard Ratio (>1 = faster completion),1.0,429,1.0897129655572697,0.9999999119155442,False,False
time_varying,velocity_pp_roll2_only_lag1,,Disbursement_Velocity_pp_roll2_lag1,0.9800727676083116,0.9998956503703968,0.9917411887833332,1.0081171609461752,,,Hazard Ratio (>1 = faster completion),1.0,430,1.0871970003468945,0.9999999119155442,False,False
time_varying,velocity_pp_roll2_only_lag0,,Disbursement_Velocity_pp_roll2_lag0,0.9806780925034408,0.9998991132684664,0.9917681123746542,1.0080967760913224,,,Hazard Ratio (>1 = faster completion),1.0,431,1.0853444318425551,0.9999999119155442,False,False
time_varying,velocity_pp_roll2_full_lag0,,Disbursement_Velocity_pp_roll2_lag0,0.9807784236486542,0.9998994361206568,0.9917522069137868,1.0081135946908162,,,Hazard Ratio (>1 = faster completion),1.0,433,1.0804418200471317,0.9999999119155442,False,False
time_varying,velocity_pp_roll2_full_lag2,,Expenditure_Velocity_pp_roll2_lag2,0.980983966823906,0.999956024234769,0.9963464670998612,1.0035786580484631,,,Hazard Ratio (>1 = faster completion),1.0,434,1.0781782308179797,0.9999999119155442,False,False
time_varying,velocity_pp_roll2_only_lag2,,Expenditure_Velocity_pp_roll2_lag2,0.9812015190258248,0.999956544593298,0.9963484089006908,1.0035777466420714,,,Hazard Ratio (>1 = faster completion),1.0,435,1.075938217414525,0.9999999119155442,False,False
time_varying,velocity_pp_roll4_full_lag1,,Disbursement_Velocity_pp_roll4_lag1,0.9813118083449646,0.9998098494648672,0.9840266623662102,1.0158461892518795,,,Hazard Ratio (>1 = faster completion),1.0,436,1.0735911297718994,0.9999999119155442,False,False
time_varying,velocity_pp_roll4_only_lag1,,Disbursement_Velocity_pp_roll4_lag1,0.9815215118095814,0.9998124295104543,0.9840663611602742,1.015810451060413,,,Hazard Ratio (>1 = faster completion),1.0,437,1.071363297787575,0.9999999119155442,False,False
time_varying,velocity_pp_roll2_full_lag1,,Expenditure_Velocity_pp_roll2_lag1,0.9826152292041892,0.999959859493636,0.9963558732760708,1.0035768819335034,,,Hazard Ratio (>1 = faster completion),1.0,438,1.0701083660511375,0.9999999119155442,False,False
time_varying,velocity_pp_roll2_only_lag1,,Expenditure_Velocity_pp_roll2_lag1,0.98272078411796,0.9999601189537368,0.9963575480456912,1.0035757158253762,,,Hazard Ratio (>1 = faster completion),1.0,439,1.0677854533582392,0.9999999119155442,False,False
time_varying,velocity_pp_roll2_full_lag2,,Disbursement_Velocity_pp_roll2_lag2,0.9852287743502596,0.999921968262622,0.9916954425313352,1.0082167364428558,,,Hazard Ratio (>1 = faster completion),1.0,442,1.0632446275227914,0.9999999119155442,False,False
time_varying,velocity_pp_roll2_only_lag2,,Disbursement_Velocity_pp_roll2_lag2,0.9855233947680174,0.9999236829588064,0.9917140910844296,1.008201235346551,,,Hazard Ratio (>1 = faster completion),1.0,443,1.0611617591520188,0.9999999119155442,False,False
time_varying,lag2,,Ratio_expended_to_disbursed_lag2,0.9914623971344024,1.000125830996906,0.9773396312935888,1.023443279899882,,,Hazard Ratio (>1 = faster completion),1.0,446,1.0603757027648206,0.9999999119155442,False,False
time_varying,lag0,,Ratio_expended_to_disbursed_lag0,0.9928442651293032,1.0001040253131597,0.9776253517508576,1.0230995540942995,,,Hazard Ratio (>1 = faster completion),1.0,447,1.0594781084265719,0.9999999119155442,False,False
time_varying,velocity_pp_full_lag0,,Expenditure_Velocity_pp_lag0,0.9950494211674876,0.9999929303080738,0.9977621774220716,1.002228670613474,,,Hazard Ratio (>1 = faster completion),1.0,454,1.0454594138698052,0.9999999119155442,False,False
time_varying,velocity_pp_full_lag0,,Disbursement_Velocity_pp_lag0,0.9950531539253236,1.0000150693005203,0.995262512882358,1.0047903200251758,,,Hazard Ratio (>1 = faster completion),1.0,455,1.0431656141151195,0.9999999119155442,False,False
time_varying,velocity_pp_only_lag0,,Expenditure_Velocity_pp_lag0,0.9952429330941714,0.999993210993294,0.9977638801886012,1.0022275228520572,,,Hazard Ratio (>1 = faster completion),1.0,456,1.0410764892235083,0.9999999119155442,False,False
time_varying,velocity_pp_only_lag0,,Disbursement_Velocity_pp_lag0,0.9953706968305832,1.0000140610798722,0.9952752569301364,1.0047754280981345,,,Hazard Ratio (>1 = faster completion),1.0,457,1.0389317776546787,0.9999999119155442,False,False
time_varying,velocity_pp_full_lag2,,Disbursement_Velocity_pp_lag2,0.9958380016933044,1.0000127112234134,0.9952479003852192,1.004800333888003,,,Hazard Ratio (>1 = faster completion),1.0,458,1.0371500585321096,0.9999999119155442,False,False
time_varying,velocity_pp_only_lag2,,Disbursement_Velocity_pp_lag2,0.9959844216444488,1.0000122278943089,0.9952614265835804,1.0047857067774728,,,Hazard Ratio (>1 = faster completion),1.0,459,1.0350426342579566,0.9999999119155442,False,False
time_varying,velocity_pp_roll4_only_lag2,,Disbursement_Velocity_pp_roll4_lag2,0.996494774521186,1.0000357037542869,0.984232465214749,1.016092685547745,,,Hazard Ratio (>1 = faster completion),1.0,460,1.033321755318708,0.9999999119155442,False,False
