coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p),model
0.06453441617018271,1.0666622880437726,0.12355284813585027,-0.17762471636343058,0.306693548703796,0.8372565732289955,1.3589244600932961,0.0,0.5223223676659001,0.6014458980368493,0.7334931266370918,capacity_only
2.082917798508576e-05,1.000020829394914,0.011688252001099471,-0.022887723786398095,0.022929382142368265,0.977372213264541,1.0231942812078032,0.0,0.001782060994503407,0.998578121798663,0.0020527963891331484,capacity_only
0.06476621485509773,1.0669095676178226,0.12386586841041732,-0.1780064261430978,0.30753885585329327,0.836937045194271,1.3600736542976495,0.0,0.5228737802128127,0.6010620919212899,0.7344140605568774,full_covariates
2.6178556761698186e-05,1.0000261788994231,0.011689716217030468,-0.022885244218111826,0.02293760133163522,0.9773746367286894,1.0232026910698182,0.0,0.0022394518631307127,0.9982131774272759,0.002580145883160831,full_covariates
0.009092120563666553,1.009133579446299,0.10612950710009911,-0.19891789104951563,0.21710213217684876,0.8196171884772658,1.2424709919249655,0.0,0.08567005361752088,0.9317287083338734,0.10201814871655236,full_covariates
0.0019181718655563779,1.001920012734055,0.04513523532042554,-0.08654526379621785,0.0903816075273306,0.9170940366876259,1.0945919085274036,0.0,0.04249832424576563,0.9661014476033054,0.04975340451201713,full_covariates
0.001609056454825556,1.001610351680767,0.00539788585875432,-0.008970605420990974,0.012188718330642084,0.9910695104157528,1.0122633034823347,0.0,0.2980901221199369,0.7656343804696248,0.3852724800328992,full_covariates
0.0015222816403941447,1.0015234408992553,0.013571919015394344,-0.025078190830873082,0.02812275411166137,0.9752336547173025,1.0285219319686467,0.0,0.11216406748872083,0.9106933193298347,0.13496279406719708,full_covariates
-0.003204422171554164,0.9968007065095569,0.026181420403248397,-0.054519063226023165,0.048110218882914835,0.9469404569458004,1.0492863001150903,0.0,-0.12239298411619344,0.9025877946028102,0.14786082529447958,full_covariates
-8.328473762211344e-05,0.9999167187304554,0.002426429267024961,-0.004838998712024959,0.004672429236780733,0.9951726903801413,1.0046833620552418,0.0,-0.0343239915351947,0.9726187936604317,0.04005362621970756,velocity_pp_only_lag1
-3.1120177306865296e-05,0.9999688803069209,0.0011387210055655629,-0.002262972336654603,0.0022007319820408723,0.9977395862548726,1.0022031553700856,0.0,-0.027329062303025658,0.9781972771553604,0.031802645995677115,velocity_pp_only_lag1
-8.350300997654173e-05,0.9999165004763028,0.00243352593966895,-0.004853126207171676,0.004686120187218592,0.9951586311820986,1.0046971172195178,0.0,-0.034313589436363784,0.9726270884483351,0.04004132253153771,velocity_pp_full_lag1
-3.127687886959243e-05,0.9999687236102469,0.0011394493660403945,-0.0022645565985157626,0.002202002840776578,0.9977380055753508,1.00220442902953,0.0,-0.027449116917129986,0.9781015233545497,0.03194387547825945,velocity_pp_full_lag1
0.009722529872276548,1.0097699472134196,0.10741476415567762,-0.20080653928071554,0.2202515990252686,0.8180706807881912,1.2463902817211323,0.0,0.09051390606030246,0.9278788438748232,0.10799165456900094,velocity_pp_full_lag1
0.0020206165525710165,1.002022659373885,0.046213797308497354,-0.08855676176091788,0.09259799486605992,0.915251157994137,1.0970206386836876,0.0,0.04372323137790464,0.9651250209604418,0.05121225568086341,velocity_pp_full_lag1
0.001667821748468294,1.0016692133366936,0.00548505397934177,-0.009082686504299681,0.01241833000123627,0.9909584364961501,1.0124957576366005,0.0,0.3040666062266245,0.7610771474001724,0.39388539341816703,velocity_pp_full_lag1
0.0015423646891948909,1.001543554745367,0.013650318227932086,-0.025211767415062612,0.02829649679345239,0.975103395036934,1.0287006456520356,0.0,0.1129911159169032,0.9100375985785387,0.13600194280433056,velocity_pp_full_lag1
-0.0032890252198367756,0.9967163776985435,0.026509667490996886,-0.055247018744322966,0.04866896830464942,0.946251377254777,1.0498727520530966,0.0,-0.12406889754289759,0.9012607240172994,0.1499835739380309,velocity_pp_full_lag1
-0.0018566887406046327,0.9981450338396717,0.05498124450411799,-0.10961794779386667,0.10590457031265742,0.8961764560922916,1.1117157807548979,0.0,-0.03376949280341536,0.9730609632803253,0.03939790070623744,velocity_index_scaled_only_lag1
-0.0018645908935224997,0.9981371463761441,0.0550660414994783,-0.10979204900368797,0.10606286721664296,0.8960204442683903,1.1118917758504752,0.0,-0.033860993867521144,0.9729879977229193,0.03950608611162455,velocity_index_scaled_full_lag1
0.009722326138929614,1.0097697414896296,0.10741477375959797,-0.20080676183740045,0.2202514141152597,0.8180704987211128,1.2463900512511155,0.0,0.09051200126985216,0.927880357464884,0.10798930119376456,velocity_index_scaled_full_lag1
0.00202064985124216,1.0020226927399087,0.04621378259032902,-0.08855669961516688,0.0925979993176512,0.9152512148731095,1.0970206435671752,0.0,0.04372396583838635,0.965124435505653,0.05121313083481591,velocity_index_scaled_full_lag1
