Measure,N_Valid,N_Missing,Mean,Median,Std,Min,Max,Q01,Q99,N_Zero,Pct_Zero,N_Outliers_IQR,Pct_Outliers_IQR,N_Extreme_3std,Pct_Extreme_3std
Disbursement_Velocity_pp_lag1,3301,317,1.784499257705761,0.8746291484761248,22.63911878895568,-785.2827649638319,819.3088777626499,-36.26629,33.91369331898355,144,4.3623144501666165,254,7.694637988488337,21,0.6361708573159649
Expenditure_Velocity_pp_lag1,3301,317,1.4835139619447881,0.6797691320245769,48.30130018951033,-1019.1955273338427,1933.4591,-38.36818207359124,34.64453180926701,338,10.239321417752196,289,8.754922750681612,8,0.24235080278703422
Capacity_Velocity_Index_pp_lag1,3301,317,1.6340066098252746,0.9618762279327009,31.099290354116032,-799.3533509853942,966.72955,-39.75339815787804,33.1730496359557,42,1.2723417146319298,266,8.058164192668889,15,0.45440775522568916
