Event_Type,N,N_Events,Velocity_HR,Velocity_CI_lower,Velocity_CI_upper,Velocity_p,Lag_HR,Lag_p,Government_Type_State_HR,Government_Type_State_p
Completed,130,106,3.482388815196509,1.0125690834247316,11.976498254508673,0.047727879297042815,0.9201896998322326,0.14796904442238462,0.8593298487529002,0.452690693449894
Stalled_Stage1,130,23,402.5414755220076,47.76251045530291,3392.611442965814,3.488442523880648e-08,1.00248688965039,0.9843201373933155,0.9063575154469051,0.8174309078877524
