,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,8,15,6.967991201156048,0.5400900994587592,17.936625473576782,1.351426767944969,0.6115216203058431,0.27160303807345587,0.6115216203058431,1.6589251898968167,0,25.48385250361807,42.32973176167435,0.25807374819096474
