,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,1,6,0.07079046141686085,0.790189327411065,2.0761544814204336,0.7631890618060027,0.9659030857046685,0.7954185142280112,0.9659030857046685,-0.42086562916398407,0,17.990561271811085,24.363013081730976,0.00471936409445739
