,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,8,15,4.094484689138973,0.848499631360612,23.04203241423526,1.4856378474610281,0.8223036659470446,0.6668193736507086,0.8223036659470446,1.9105709639894277,0,25.795275765543053,47.75070866902423,0.10236211722847433
