Analysis_Level,Model,Subset,N,Beta,SE,p_value,Robust_SE,Robust_p,Significant,CFI,RMSEA,Overall_Fit
grantee,exp_optimal_v1,state,15,10.030808650973324,47.91846093694294,0.8341900275367504,,,False,0.7631890618060027,0.0,poor
grantee_disaster,exp_optimal_v1,state,23,0.36150841894061353,9.70376382404564,0.9702821210383268,9.819873734868436,0.9706333447428352,False,1.3793886016868855,0.22705028955313605,good
