,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,1,6,2.1341403476955842,0.1440511969958107,3.010610380351897,1.3793886016868855,0.2911270214094811,-3.2532378715431136,0.29112702140948105,3.276331610121313,0.22705028955313605,17.814422578461254,28.0338705218236,0.09278871076937323
