,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,1,6,10.808038128338108,0.0010106034075658687,75.26957598069224,0.85840770656555,0.8564089409629393,0.13845364577763575,0.8564089409629392,0.15044623939329974,0.33576192523969706,17.7543627698105,40.05039410011436,0.12281861509475123
