,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,1,6,10.647403114630443,0.0011022556613775603,38.2884571423111,0.7012120129460013,0.7219161097284224,-0.6685033416294659,0.7219161097284224,-0.7927279223239924,0.42664560686939196,17.60565173649517,35.50650815557364,0.1971741317524156
