Grantee,state_level,z_avg_employment,z_avg_payroll,z_rev_programs_per_staff,z_rev_disasters_per_staff,z_Ratio_disbursed_to_obligated,z_Ratio_expended_to_disbursed,z_Ratio_obligated_funds_fully_expended,z_Ratio_Program_Completed,z_rev_Duration_of_completion,z_rev_Average_Duration_Program_Completion,z_E_TOTPOP,z_SPL_THEME1,z_SPL_THEME2,z_SPL_THEME3,z_SPL_THEME4
"Henry County, IN",0,-0.420421510606961,-0.4385213263220568,0.43564064645711187,-0.1427492499119432,-0.26372027609269466,-0.07449838806624594,0.5686675225880058,0.4187938990314442,1.0929302991174128,0.6618568290846042,-0.35745368891316404,0.25051874141171865,-0.035375805113347474,-1.1533477104941536,-0.40474866504288687
"Hidalgo County, TX",0,1.057112952512338,0.3646574902503442,0.7177221204684456,1.1975079764994538,-1.5596006996945782,-0.07449838806624594,0.5686675225880058,0.4187938990314442,0.7403944784739971,-0.46953441616782826,-0.18284550324330262,2.761894555146626,1.4044657013840331,1.7135017777498351,1.015956210906061
"Holt County, MO",0,6.695952720301649,3.2302077058674903,0.7177220369925339,1.1975075798793127,-1.3928227352328941,-0.1465397637787691,-1.766392551467093,-3.3042974668121206,1.006122573103986,1.2796144791317985,-0.35649246153951364,-0.9955735282509278,-0.2928885353594317,-1.7103199807465295,-1.005389789811626
"Howell County, MO",0,1.954505497093826,1.2728755952293778,0.7177219754535203,1.1975078564653034,-1.371128590441804,-0.24552195845778055,-1.6006140068764287,0.4187938990314442,-0.05100262368174148,0.4565386170477582,-0.3489728657703288,1.2734889273439316,1.7322256565300533,-1.0398857912910098,0.17160948771830653
"Huntington County, IN",0,-0.420421510606961,-0.4385213263220568,0.1535591677712554,-0.1427492499119432,-1.237719393206655,2.0138002026026096,0.5686675225880058,0.4187938990314442,-0.13877487998420596,-0.46840753245741706,-0.35745368891316404,-0.8796968015154119,-1.1426080319070986,-1.2938785033456364,-1.0498783691239588
IA,1,-0.14670484727594313,-0.17835691558857067,0.7177220816146777,1.1975079668916473,-1.2272410179160287,-0.08123654785295197,-1.347488378523595,-1.013164318600696,0.4765954444220843,0.40492734311094436,0.3004767799689964,-1.361038508007443,-0.5022799757747008,-0.1968090695900401,-0.3776198548334898
IL,1,1.8300259852117584,1.617012405504428,0.7177221229635509,1.1975079972975138,-0.5310199251619105,-0.8671111169763329,-1.2186261436912373,0.4187938990314442,-0.9914196554938619,-0.04848968436888757,2.3472697763766504,-0.2841108164401306,-0.7190163732571049,0.8018645534434069,0.20752263713999713
IN,1,-0.25894747551645086,-0.2591006281689493,0.7177218793489187,1.1975079860156117,-0.7448132954719274,-0.14660367697950985,0.5686675225880091,0.4187938990314442,-1.9000071877677263,-0.14892375181997558,1.0402762316054692,-0.20376876246779166,-0.017560640483337695,0.04578400038704458,-0.2926396496362136
"Iberia Parish, LA",0,-0.420421510606961,-0.4385213263220568,0.1535591677712554,-1.4830064985334581,-0.5814205308160636,-0.07449838806624594,0.5686675225880058,0.4187938990314442,-1.0213200944540421,-1.8595454729595362,-0.3421494198992823,1.61345200527409,1.9570167762098452,0.9312752715340482,1.4390960589480004
"Iberville Parish, LA",0,-0.420421510606961,-0.4385213263220568,0.43564064645711187,-0.1427492499119432,1.4885447486031735,-0.07449838806624594,0.5686675225880058,0.4187938990314442,1.3562470680248064,-1.3969597098359072,-0.3505531827684308,1.0970750188310214,0.6557209255312417,0.5533767441442422,1.7598789515999222
"Jackson County, IN",0,-0.420421510606961,-0.4385213263220568,-0.41060378960045757,-0.1427492499119432,0.3610188359489719,-0.048082168051531,0.5686675225880058,0.4187938990314442,-0.8438465212710371,0.7652484095147939,-0.3481904943405439,-0.14779427746238394,0.46659726778451194,0.024325910489759114,-0.241503063424994
"Jasper County, IN",0,-0.420421510606961,-0.4385213263220568,0.1535591677712554,-0.1427492499119432,-0.0680177831549453,-0.5436790350361548,0.5686675225880058,0.4187938990314442,-0.3162484531672112,-0.31515134784154986,-0.35745368891316404,-1.05063084858538,0.033375833708074114,-0.6072456178485912,-1.5645324027167231
"Jasper County, MO",0,-0.3547158927839898,-0.3807293531551686,0.7177213934950819,1.1975062605657067,0.8404475291117278,3.2557387773310134,0.5680830974889408,0.4187938990314442,-1.8112704011762233,-3.2467393204752173,-0.3323675219480878,0.7865338579185477,0.80564209970478,0.2445713391245397,0.25493874116211107
"Jay County, IN",0,-0.420421510606961,-0.4385213263220568,0.1535591677712554,-0.1427492499119432,-0.22325641357350878,5.761371950115462,0.5686675225880058,0.4187938990314442,1.533720641207812,-0.1100585125467863,-0.35745368891316404,0.5460314411137198,1.2225480492883303,-1.1439339945928282,-0.5222975792883705
"Jefferson County, AL",0,0.3003135460070765,0.7976982147315363,0.717722041318718,1.1975079418131138,0.04473432340603014,0.19457202615513688,-0.15619319313433228,0.4187938990314442,-1.9004894529122458,-0.18250103678747964,-0.21772287035996354,0.28626719374335735,0.47869791878340356,1.001220956853707,0.3122030632097577
"Jefferson Davis Parish, LA",0,-0.420421510606961,-0.4385213263220568,0.1535591677712554,-1.4830064985334581,1.4463430009549476,-0.07449838806624594,0.5686675225880058,0.4187938990314442,1.3133254701626125,-0.1100585125467863,-0.35077442714816504,1.1633272492377498,2.1300515534149755,-0.14892198555085817,0.18668063576776575
"Jefferson Parish, LA",0,-0.420421510606961,-0.4385213263220568,-3.795581533830735,-2.8232637471549733,-0.244883629212802,-0.22529868582707596,-0.02659368913655972,0.4187938990314442,-1.6662693477241668,0.0058696491617237214,-0.2655900556093395,0.36573694402533596,0.4057767672582456,1.279440666058159,-0.11815523049114106
"Jennings County, IN",0,-0.420421510606961,-0.4385213263220568,-0.692685268286314,-0.1427492499119432,0.47695932986872064,-0.04387921420803636,0.5686675225880058,0.4187938990314442,-0.5805297523636432,0.5381249976814994,-0.35745368891316404,0.28539700115370553,0.5740075406960253,-1.2174320255356286,-0.6454037906102081
"Jersey County, IL",0,-0.420421510606961,-0.4385213263220568,0.1535591677712554,-0.1427492499119432,-1.161825351409121,1.3686305421293457,0.5686675225880058,0.4187938990314442,0.47755997471112227,-0.7783005528203839,-0.3527521665636938,-1.5263910079384866,-1.307213142124237,-1.2528489113983505,-1.3987195714711678
"Kane County, IL",0,-0.420421510606961,-0.4385213263220568,-0.692685268286314,-0.1427492499119432,-0.20312154544174985,-0.07449838806624594,0.5686675225880058,0.4187938990314442,0.9164212562234454,0.4770479005772347,-0.24713219972076156,-0.41242689959106854,-0.4135324790262887,1.2956393620996849,-0.6835195999056349
"Kauai County, HI",0,-0.420421510606961,-0.4385213263220568,0.43564064645711187,-0.1427492499119432,-1.8569607380553401,-0.3779983355718545,-2.3958719308327203,-3.3042974668121206,0.1245418889231875,1.2796144791317985,-0.34260226792736714,-1.4471094074056219,-0.9955420675198158,1.4361701549511678,-0.256000360145917
"Knox County, IN",0,-0.420421510606961,-0.4385213263220568,-2.1030926617155963,-0.1427492499119432,0.9294009491547898,-0.09324385384998504,0.5686675225880058,0.4187938990314442,-0.669266538955146,0.7243988750124029,-0.35745368891316404,-0.16164680274089452,0.5840687561333071,-0.9561214814973303,0.7657872343656345
"Kosciusko County, IN",0,-0.420421510606961,-0.4385213263220568,-0.41060378960045757,-0.1427492499119432,1.3762384300734474,-0.07449838806624594,0.5686675225880058,0.4187938990314442,1.006122573103986,0.9461132450357256,-0.3408352726805262,-0.6133002754887843,-0.02490670256374448,0.010294145278349574,0.10422726066751704
LA,1,0.5849717657692359,0.4814761619999614,0.7177220777341614,1.1975079782319304,-0.5290189704558842,-0.05583052934759047,-0.745384308144595,-0.49989098344943533,-1.7747560402340683,-0.9449821968137313,0.6166500794492978,0.7103730538117513,0.7246662501365121,0.6578483079257063,0.6693320514922835
"Lafourche Parish, LA",0,-0.420421510606961,-0.4385213263220568,0.1535591677712554,-1.4830064985334581,-0.016494446971623083,-0.07449838806624594,0.5686675225880058,0.4187938990314442,1.3567293331693255,-0.5726442756704152,-0.3368843744784487,0.6356847965664874,0.8141170874830302,0.48822672541582435,0.9012463506017582
