Model,Variable,Coefficient,SE,Effect_Ratio,Effect_Lower,Effect_Upper,p_value,Interpretation,Capacity_Set,N,Events
Cox_PH,Ratio_disbursed_to_obligated_above,1.6002072977916424,0.8918471639169302,4.954059283507761,0.8626199880267053,28.451350218132937,0.07277139219578099,Hazard Ratio (>1 = faster completion),ratio_velocity_index_pp_spline_interaction,151,40
Cox_PH,Capacity_Velocity_Index_pp_c,0.26201792929762124,0.10758789635173341,1.2995498422364016,1.0524802560234114,1.604618977687587,0.01487595986925316,Hazard Ratio (>1 = faster completion),ratio_velocity_index_pp_spline_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_above_x_Capacity_Velocity_Index_pp,0.7126971420275058,0.36208244846540105,2.039484626820954,1.0030331743939176,4.146919213865863,0.04903027204053918,Hazard Ratio (>1 = faster completion),ratio_velocity_index_pp_spline_interaction,151,40
AFT_lognormal,Capacity_Velocity_Index_pp_c,-0.20883349011820634,0.049744919276863246,0.8115303522169965,0.736142370843009,0.8946387800164985,2.691794352414613e-05,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_above,64.66683542258563,10271.672556247504,1.2146461730111893e+28,0.0,inf,0.9949768327934365,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_above_x_Capacity_Velocity_Index_pp,0.11675592769561305,0.19477566080659733,1.1238450967508244,0.7672079811177007,1.646265201322382,0.5488808597479349,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_c,-65.40443131262604,10271.672510072427,3.937462121627213e-29,0.0,inf,0.9949195388320348,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_c,0.9252091518558723,0.6594301805084529,2.5223957689478445,0.6926362895575617,9.185889493705533,0.16060390234662308,Hazard Ratio (>1 = faster completion),ratio_velocity_pp_spline_q25_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_above_q25,1.0392971202494758,0.6782490813555531,2.827229113711728,0.7482286605843383,10.682863250890168,0.12544258335479988,Hazard Ratio (>1 = faster completion),ratio_velocity_pp_spline_q25_interaction,151,40
Cox_PH,Disbursement_Velocity_pp_c,0.11769820378007519,0.06723027315194488,1.1249045681870402,0.9860278195058705,1.2833413647114018,0.08000230463352383,Hazard Ratio (>1 = faster completion),ratio_velocity_pp_spline_q25_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_above_q25_x_Disbursement_Velocity_pp,0.17197590930488033,0.1091128947740578,1.187649221573964,0.9589834759945787,1.4708393927667809,0.11499626365656614,Hazard Ratio (>1 = faster completion),ratio_velocity_pp_spline_q25_interaction,151,40
AFT_lognormal,Disbursement_Velocity_pp_c,-0.20264850447777757,0.12376809425712006,0.8165652100034891,0.6406772162675609,1.0407405246475643,0.10156273255616242,Time Ratio (<1 = faster completion),ratio_velocity_pp_spline_q25_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_above_q25,3.558679536226097,178.88213426674486,35.116796059320485,1.908825130447605e-151,6.460462751675932e+153,0.9841279388320784,Time Ratio (<1 = faster completion),ratio_velocity_pp_spline_q25_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_above_q25_x_Disbursement_Velocity_pp,0.21268281323042915,0.2166851705674019,1.236992231441831,0.808954733556618,1.8915147129679863,0.32633186234809136,Time Ratio (<1 = faster completion),ratio_velocity_pp_spline_q25_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_c,-4.325159765065438,178.87668241209786,0.013231436006427151,7.269405016614782e-155,2.408325005857214e+150,0.9807093808273336,Time Ratio (<1 = faster completion),ratio_velocity_pp_spline_q25_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_c,0.8653320200234558,0.6709149346729051,2.3757947664750994,0.6378595961250915,8.848970536305204,0.19712738751506628,Hazard Ratio (>1 = faster completion),ratio_velocity_pp_spline_q33_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_above_q33,1.1736767454251562,0.7227952209152342,3.2338608901219374,0.7842904496348055,13.33416244138866,0.10441794900194991,Hazard Ratio (>1 = faster completion),ratio_velocity_pp_spline_q33_interaction,151,40
Cox_PH,Disbursement_Velocity_pp_c,0.11844605379419323,0.06723747474777968,1.1257461427307847,0.9867515682591095,1.284319598406213,0.07813560068728824,Hazard Ratio (>1 = faster completion),ratio_velocity_pp_spline_q33_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_above_q33_x_Disbursement_Velocity_pp,0.1922888653111716,0.12600962121109308,1.2120205771035024,0.9467829079281741,1.5515635812827213,0.12701345494163657,Hazard Ratio (>1 = faster completion),ratio_velocity_pp_spline_q33_interaction,151,40
AFT_lognormal,Disbursement_Velocity_pp_c,-0.18228498680921554,0.1038239655087014,0.8333638088778577,0.6799226617923116,1.0214326966491816,0.07913758907572,Time Ratio (<1 = faster completion),ratio_velocity_pp_spline_q33_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_above_q33,3.7669898514680638,145.27042297070784,43.24968073357849,9.584615378445989e-123,1.9516014046457382e+125,0.9793124699420764,Time Ratio (<1 = faster completion),ratio_velocity_pp_spline_q33_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_above_q33_x_Disbursement_Velocity_pp,0.21261532875247485,0.21796742144200268,1.2369087564835222,0.8068697959185775,1.8961464161932788,0.32933934974858753,Time Ratio (<1 = faster completion),ratio_velocity_pp_spline_q33_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_c,-4.5331960501897735,145.26884990980562,0.01074627549320702,2.3888492587188393e-126,4.834228721398666e+121,0.9751056045288199,Time Ratio (<1 = faster completion),ratio_velocity_pp_spline_q33_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_c,0.7272929331937686,0.7046122064466972,2.069470822298531,0.5201065344183241,8.234292786062852,0.3019836107323878,Hazard Ratio (>1 = faster completion),ratio_velocity_pp_spline_q67_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_above_q67,1.8903775160514704,1.099282622907469,6.621868070720949,0.7678377480777793,57.10729494063873,0.08549671803921775,Hazard Ratio (>1 = faster completion),ratio_velocity_pp_spline_q67_interaction,151,40
Cox_PH,Disbursement_Velocity_pp_c,0.12394303119596936,0.06732057795087593,1.1319513832457733,0.9920290607592277,1.291609273070482,0.06560883154129792,Hazard Ratio (>1 = faster completion),ratio_velocity_pp_spline_q67_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_above_q67_x_Disbursement_Velocity_pp,0.30624307221995123,0.3186340054580842,1.3583124344426343,0.7274077422697584,2.5364215450943806,0.3364956894537155,Hazard Ratio (>1 = faster completion),ratio_velocity_pp_spline_q67_interaction,151,40
AFT_lognormal,Disbursement_Velocity_pp_c,-0.08261196046502899,0.019654886588217263,0.9207083491510555,0.8859145034232654,0.9568687056378988,2.632542108160097e-05,Time Ratio (<1 = faster completion),ratio_velocity_pp_spline_q67_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_above_q67,0.5608347473442687,1.1514683857877501,1.7521344796231952,0.18341538809325367,16.737828088467587,0.6262154700334286,Time Ratio (<1 = faster completion),ratio_velocity_pp_spline_q67_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_above_q67_x_Disbursement_Velocity_pp,0.02627116460495522,0.1728536185421438,1.0266192935482448,0.7316041409630869,1.4405976058283059,0.8791987327475251,Time Ratio (<1 = faster completion),ratio_velocity_pp_spline_q67_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_c,-1.2632915195598,0.9565469567422622,0.2827219086070232,0.043365585888945186,1.8432052967321781,0.18660840467064127,Time Ratio (<1 = faster completion),ratio_velocity_pp_spline_q67_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_c,0.7622478456535047,0.6933953728128691,2.1430881416068877,0.550580494881948,8.341789847969146,0.2716382936625325,Hazard Ratio (>1 = faster completion),ratio_velocity_pp_spline_q75_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_above_q75,2.056299966327199,1.2298598964307028,7.816993098287802,0.7017478435487251,87.07597987002057,0.09452845568884091,Hazard Ratio (>1 = faster completion),ratio_velocity_pp_spline_q75_interaction,151,40
Cox_PH,Disbursement_Velocity_pp_c,0.12424551487692466,0.06731468209050388,1.132293831856787,0.992340645847982,1.291985093047706,0.06492972120122738,Hazard Ratio (>1 = faster completion),ratio_velocity_pp_spline_q75_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_above_q75_x_Disbursement_Velocity_pp,0.332434097117091,0.39280679850174166,1.3943580039446044,0.6456788204323147,3.0111476195899045,0.3973829891301822,Hazard Ratio (>1 = faster completion),ratio_velocity_pp_spline_q75_interaction,151,40
AFT_lognormal,Disbursement_Velocity_pp_c,-0.07884302466956288,0.014071831091833636,0.9241849873029108,0.8990439960728063,0.9500290247051639,2.1079811510054025e-08,Time Ratio (<1 = faster completion),ratio_velocity_pp_spline_q75_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_above_q75,0.149883370884652,0.9100421365472665,1.1616987469299038,0.19519300490715577,6.9138951944534295,0.8691806091384313,Time Ratio (<1 = faster completion),ratio_velocity_pp_spline_q75_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_above_q75_x_Disbursement_Velocity_pp,-0.041470676262610494,0.10782255435512589,0.9593774674619141,0.7766239679270333,1.185136131621567,0.7005192118504526,Time Ratio (<1 = faster completion),ratio_velocity_pp_spline_q75_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_c,-0.9286417901064009,0.6568599713378531,0.3950899612127463,0.10903747191283715,1.4315819572180666,0.15743263352819653,Time Ratio (<1 = faster completion),ratio_velocity_pp_spline_q75_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_c,0.917663579487678,0.661914421125525,2.5034344760004816,0.6840906459878187,9.161335873227834,0.165631516045116,Hazard Ratio (>1 = faster completion),ratio_velocity_index_pp_spline_q25_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_above_q25,1.0315922011954044,0.6811656737231732,2.805529247452119,0.7382535226060247,10.661641451468801,0.12991143105257624,Hazard Ratio (>1 = faster completion),ratio_velocity_index_pp_spline_q25_interaction,151,40
Cox_PH,Capacity_Velocity_Index_pp_c,0.23927027236872436,0.1076286573457896,1.2703218230794857,1.0287268608513156,1.5686550002753574,0.026208428647420304,Hazard Ratio (>1 = faster completion),ratio_velocity_index_pp_spline_q25_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_above_q25_x_Capacity_Velocity_Index_pp,0.5056233732166936,0.20053126156600923,1.6580187628691176,1.1191722200143062,2.4563031219546345,0.011688251525127265,Hazard Ratio (>1 = faster completion),ratio_velocity_index_pp_spline_q25_interaction,151,40
AFT_lognormal,Capacity_Velocity_Index_pp_c,-0.23491307565273106,0.09652722253147161,0.7906395724706102,0.654356508942482,0.9553063582522667,0.014947611562146901,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_q25_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_above_q25,3.5623699648849936,516.2126223948386,35.24663151679779,0.0,inf,0.9944938629719495,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_q25_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_above_q25_x_Capacity_Velocity_Index_pp,0.09389022890412166,0.16948297337465787,1.0984391624283885,0.7879739130781922,1.5312291099117255,0.5795923261001044,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_q25_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_c,-4.3663857042107,516.2099270496809,0.012697048625588103,0.0,inf,0.9932511367675108,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_q25_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_c,0.8562250553246387,0.6732667255812731,2.3542567094257234,0.6291701948690717,8.809261308109832,0.20346296378727619,Hazard Ratio (>1 = faster completion),ratio_velocity_index_pp_spline_q33_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_above_q33,1.1665366845181293,0.7259374834428822,3.210853162435436,0.7739293891382302,13.321083519261808,0.10806792207657395,Hazard Ratio (>1 = faster completion),ratio_velocity_index_pp_spline_q33_interaction,151,40
Cox_PH,Capacity_Velocity_Index_pp_c,0.24315275020773355,0.10764565442579929,1.2752634059917753,1.0326942300586046,1.5748095683360723,0.023894241065127157,Hazard Ratio (>1 = faster completion),ratio_velocity_index_pp_spline_q33_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_above_q33_x_Capacity_Velocity_Index_pp,0.5651164555354745,0.23224043084876378,1.7596526920866749,1.1162039245054185,2.774025004561656,0.014960863852474294,Hazard Ratio (>1 = faster completion),ratio_velocity_index_pp_spline_q33_interaction,151,40
AFT_lognormal,Capacity_Velocity_Index_pp_c,-0.22624252924675578,0.08198200986333079,0.7975246551545204,0.6791424932298369,0.9365421570876212,0.005786142487797825,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_q33_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_above_q33,3.7784907125303993,328.16383955900915,43.74996061306417,2.0296025807060987e-278,9.430708611823898e+280,0.9908133303336764,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_q33_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_above_q33_x_Capacity_Velocity_Index_pp,0.09451829755015241,0.17197150413245474,1.0991292743220176,0.7846326308508952,1.5396825395364155,0.5825827530053507,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_q33_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_c,-4.582543668023047,328.16424818923724,0.010228844392359679,4.741459936331751e-282,2.206688636159907e+277,0.988858560810432,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_q33_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_c,0.7124661277314153,0.7073257766317691,2.0390135311325164,0.5097336626335667,8.156369659129732,0.31380633772840194,Hazard Ratio (>1 = faster completion),ratio_velocity_index_pp_spline_q67_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_above_q67,1.939869061157499,1.103646204201447,6.957839859491145,0.7999246439993298,60.52012008066639,0.0788000906461262,Hazard Ratio (>1 = faster completion),ratio_velocity_index_pp_spline_q67_interaction,151,40
Cox_PH,Capacity_Velocity_Index_pp_c,0.2830739755505051,0.10721123706391353,1.3272033387833835,1.0756700956452578,1.6375547759567637,0.008282321415157504,Hazard Ratio (>1 = faster completion),ratio_velocity_index_pp_spline_q67_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_above_q67_x_Capacity_Velocity_Index_pp,0.7462472333976814,0.5563175038339622,2.1090702981508804,0.7088473789131596,6.275226028714972,0.17978890633495181,Hazard Ratio (>1 = faster completion),ratio_velocity_index_pp_spline_q67_interaction,151,40
AFT_lognormal,Capacity_Velocity_Index_pp_c,-0.183127212152714,0.026208648120320532,0.8326622242453174,0.7909700158643169,0.8765520383570299,2.8026280073521338e-12,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_q67_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_above_q67,0.5212146047346135,1.0146015588364667,1.6840718896664166,0.23053146708089192,12.30243387367785,0.6074522521628403,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_q67_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_above_q67_x_Capacity_Velocity_Index_pp,0.015477411253275933,0.21523153320077187,1.0155978067175742,0.6660645826763804,1.5485568994901664,0.9426731187890001,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_q67_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_c,-1.2049247699747905,0.8634258652173973,0.299714546198008,0.05517703917977835,1.628010682305674,0.16286023740624944,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_q67_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_c,0.7487851854232537,0.6968420994802992,2.1144298156084305,0.5395605686486526,8.286027009592646,0.28258042115358745,Hazard Ratio (>1 = faster completion),ratio_velocity_index_pp_spline_q75_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_above_q75,2.133994977214194,1.2394702697831488,8.448551252098909,0.7442918039231996,95.90058345813422,0.08512402156227633,Hazard Ratio (>1 = faster completion),ratio_velocity_index_pp_spline_q75_interaction,151,40
Cox_PH,Capacity_Velocity_Index_pp_c,0.2881242768383259,0.1068805694073747,1.3339230695644242,1.0818171896113764,1.644779517836443,0.007022841779124503,Hazard Ratio (>1 = faster completion),ratio_velocity_index_pp_spline_q75_interaction,151,40
Cox_PH,Ratio_disbursed_to_obligated_above_q75_x_Capacity_Velocity_Index_pp,0.758623295501028,0.6682243741034485,2.135334471428233,0.5763314145115803,7.911512699223293,0.25625706147760446,Hazard Ratio (>1 = faster completion),ratio_velocity_index_pp_spline_q75_interaction,151,40
AFT_lognormal,Capacity_Velocity_Index_pp_c,-0.17911204287191154,0.02091940349199846,0.8360122249387205,0.8024278614486937,0.8710022094511705,1.1092113170430679e-17,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_q75_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_above_q75,0.2748175345438692,0.794610627054094,1.3162904754122398,0.2773179280648561,6.2477771550917325,0.7294540759038488,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_q75_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_above_q75_x_Capacity_Velocity_Index_pp,-0.09247408768385183,0.18221550186403093,0.9116728342130977,0.6378769332972889,1.3029901431704192,0.6118051124307307,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_q75_interaction,151,40
AFT_lognormal,Ratio_disbursed_to_obligated_c,-0.9636780318969458,0.5909618132560964,0.3814871804269926,0.11979876501013799,1.2148077554707775,0.10295485010425667,Time Ratio (<1 = faster completion),ratio_velocity_index_pp_spline_q75_interaction,151,40
Cox_PH,Disbursement_Velocity_early_2q_pp,0.05854455190817584,0.04144591594826849,1.060292222684085,0.9775674854748811,1.1500173790438988,0.1577872038244215,Hazard Ratio (>1 = faster completion),velocity_early_2q_pp,151,40
Cox_PH,Expenditure_Velocity_early_2q_pp,-0.021806223682094856,0.05011395120629408,0.9784298132092705,0.8868958133366162,1.0794107774341029,0.6634660398310702,Hazard Ratio (>1 = faster completion),velocity_early_2q_pp,151,40
AFT_lognormal,Disbursement_Velocity_early_2q_pp,-0.03312780893082633,0.02090229542289613,0.9674149074222916,0.9285829587142587,1.007870750071423,0.11299165579184205,Time Ratio (<1 = faster completion),velocity_early_2q_pp,151,40
AFT_lognormal,Expenditure_Velocity_early_2q_pp,0.021712405749988905,0.027862047203588584,1.0219498353069856,0.9676389921063813,1.0793089927169417,0.43581332210851453,Time Ratio (<1 = faster completion),velocity_early_2q_pp,151,40
Cox_PH,Disbursement_Velocity_early_3q_pp,0.09629566196313978,0.04730458926457086,1.1010845646965004,1.0035867878846458,1.208054184499922,0.04178535424618578,Hazard Ratio (>1 = faster completion),velocity_early_3q_pp,146,40
Cox_PH,Expenditure_Velocity_early_3q_pp,-0.03357049408335721,0.06354119949278839,0.966986741984672,0.8537567544471683,1.095233922664086,0.5972728013548064,Hazard Ratio (>1 = faster completion),velocity_early_3q_pp,146,40
AFT_lognormal,Disbursement_Velocity_early_3q_pp,-0.05022308326865682,0.020605714108839483,0.9510172447992045,0.9133742766740031,0.9902115956220168,0.014795855593555758,Time Ratio (<1 = faster completion),velocity_early_3q_pp,146,40
AFT_lognormal,Expenditure_Velocity_early_3q_pp,0.0231896129273983,0.029584906238031804,1.0234605825072352,0.965802673103948,1.0845606386443616,0.4331383631718201,Time Ratio (<1 = faster completion),velocity_early_3q_pp,146,40
Cox_PH,Disbursement_Velocity_early_4q_pp,0.09927101981415172,0.05133916299061494,1.104365563953658,0.9986490227486227,1.221273211172692,0.05315845845821302,Hazard Ratio (>1 = faster completion),velocity_early_4q_pp,139,40
Cox_PH,Expenditure_Velocity_early_4q_pp,0.005029230122280069,0.06422791958475778,1.0050418979276243,0.8861622851505437,1.1398693371591198,0.9375871384501938,Hazard Ratio (>1 = faster completion),velocity_early_4q_pp,139,40
AFT_lognormal,Disbursement_Velocity_early_4q_pp,-0.05121366160429957,0.017705020585738074,0.950075654156324,0.9176723545747774,0.9836231244416486,0.003820593558302571,Time Ratio (<1 = faster completion),velocity_early_4q_pp,139,40
AFT_lognormal,Expenditure_Velocity_early_4q_pp,0.011178258209596267,0.024802922970266456,1.0112409683835775,0.9632574343463602,1.061614745627444,0.6522179644819324,Time Ratio (<1 = faster completion),velocity_early_4q_pp,139,40
Cox_PH,Disbursement_Velocity_early_6q_pp,0.17930680793649892,0.0796124871392179,1.1963877491215489,1.023542040414313,1.3984219404107154,0.0243068081240191,Hazard Ratio (>1 = faster completion),velocity_early_6q_pp,125,40
Cox_PH,Expenditure_Velocity_early_6q_pp,-0.0280909638392275,0.08135787362538209,0.9722999186450354,0.8289881104371949,1.1403868401665873,0.7298864935245903,Hazard Ratio (>1 = faster completion),velocity_early_6q_pp,125,40
AFT_lognormal,Disbursement_Velocity_early_6q_pp,-0.10081402398094563,0.03123033319246466,0.9041011583859829,0.8504204946242137,0.9611702795992363,0.001246239764436451,Time Ratio (<1 = faster completion),velocity_early_6q_pp,125,40
AFT_lognormal,Expenditure_Velocity_early_6q_pp,0.04391810343233981,0.03311554974502998,1.0448967779245906,0.9792315168698869,1.1149654169701964,0.18477084578904807,Time Ratio (<1 = faster completion),velocity_early_6q_pp,125,40
Cox_PH,Capacity_Velocity_Index_early_2q_pp,0.04102303732900151,0.03720987622981039,1.0418761073116731,0.9685966767995302,1.1206995119719902,0.2702542984110916,Hazard Ratio (>1 = faster completion),velocity_index_early_2q_pp,151,40
AFT_lognormal,Capacity_Velocity_Index_early_2q_pp,-0.02130130287452842,0.019520876142261015,0.9789239675246026,0.9421775718141877,1.0171035300159952,0.27518211984271035,Time Ratio (<1 = faster completion),velocity_index_early_2q_pp,151,40
Cox_PH,Capacity_Velocity_Index_early_3q_pp,0.07908737217225592,0.05153587324510704,1.082298880743597,0.9783174375886364,1.1973320951388189,0.12488010440218242,Hazard Ratio (>1 = faster completion),velocity_index_early_3q_pp,146,40
AFT_lognormal,Capacity_Velocity_Index_early_3q_pp,-0.043787944092129355,0.025351705926350266,0.9571569067308231,0.9107595341807572,1.0059179286293265,0.08412836859881727,Time Ratio (<1 = faster completion),velocity_index_early_3q_pp,146,40
Cox_PH,Capacity_Velocity_Index_early_4q_pp,0.11071145994995263,0.05605498812721064,1.1170725401821961,1.000846059773623,1.2467961959218288,0.04826236149851389,Hazard Ratio (>1 = faster completion),velocity_index_early_4q_pp,139,40
AFT_lognormal,Capacity_Velocity_Index_early_4q_pp,-0.0487650657171832,0.024007504347323627,0.9524048559687787,0.9086285450806895,0.9982902414675499,0.04223039022175232,Time Ratio (<1 = faster completion),velocity_index_early_4q_pp,139,40
Cox_PH,Capacity_Velocity_Index_early_6q_pp,0.14007563304519058,0.05835484651661832,1.1503608008575095,1.026035386119705,1.2897508117669745,0.016376659154678407,Hazard Ratio (>1 = faster completion),velocity_index_early_6q_pp,125,40
AFT_lognormal,Capacity_Velocity_Index_early_6q_pp,-0.061050954983313144,0.022511209000735926,0.9407753013648872,0.9001695775800129,0.9832127075851156,0.006687360821730509,Time Ratio (<1 = faster completion),velocity_index_early_6q_pp,125,40
Cox_PH,Capacity_Velocity_Index_early_4q_scaled,0.26732877933220156,0.13535284927416116,1.3064699160329394,1.0020441559939703,1.7033816636613237,0.04826236149851395,Hazard Ratio (>1 = faster completion),velocity_index_early_4q_scaled,139,40
AFT_lognormal,Capacity_Velocity_Index_early_4q_scaled,-0.11775135081507808,0.0579698635435818,0.8889170536384668,0.7934456815998926,0.9958760209722213,0.04222952608880789,Time Ratio (<1 = faster completion),velocity_index_early_4q_scaled,139,40
Cox_PH,Capacity_Velocity_Index_early_6q_scaled,0.3068869398535855,0.12784764832962167,1.3591872894707295,1.0579257523592804,1.746237941310081,0.016376659154678407,Hazard Ratio (>1 = faster completion),velocity_index_early_6q_scaled,125,40
AFT_lognormal,Capacity_Velocity_Index_early_6q_scaled,-0.133755051126508,0.04931899464909297,0.8748043206942487,0.7942011562706907,0.9635878687193596,0.006687066654234675,Time Ratio (<1 = faster completion),velocity_index_early_6q_scaled,125,40
Cox_PH,Disbursement_Velocity_fixed_12m_pp,0.061217046491006635,0.051510875047108676,1.0631296377047734,0.961036957501664,1.1760678064915377,0.23466421680360414,Hazard Ratio (>1 = faster completion),velocity_fixed_12m_pp,150,39
Cox_PH,Expenditure_Velocity_fixed_12m_pp,0.062255441681108664,0.06094681641028492,1.0642341597729754,0.9444069416633326,1.199265165112948,0.3070310608281278,Hazard Ratio (>1 = faster completion),velocity_fixed_12m_pp,150,39
AFT_lognormal,Disbursement_Velocity_fixed_12m_pp,-0.05279323558881144,0.020989032763708462,0.9485761239909037,0.9103455885967414,0.9884121747572855,0.011893882623797382,Time Ratio (<1 = faster completion),velocity_fixed_12m_pp,150,39
AFT_lognormal,Expenditure_Velocity_fixed_12m_pp,-9.518386740261549e-05,0.02535609375826418,0.999904820662438,0.9514270967922984,1.0508526126224529,0.9970048399175514,Time Ratio (<1 = faster completion),velocity_fixed_12m_pp,150,39
Cox_PH,Disbursement_Velocity_fixed_18m_pp,0.08515416398554589,0.05502632855373623,1.0888849205987134,0.9775601463905431,1.2128873856868359,0.12173869362761813,Hazard Ratio (>1 = faster completion),velocity_fixed_18m_pp,151,40
Cox_PH,Expenditure_Velocity_fixed_18m_pp,0.06308420544109745,0.0685082990673474,1.065116524062006,0.9312853098655827,1.2181800763008643,0.3571414120867781,Hazard Ratio (>1 = faster completion),velocity_fixed_18m_pp,151,40
AFT_lognormal,Disbursement_Velocity_fixed_18m_pp,-0.06490515316687288,0.016840855154461182,0.9371563454737573,0.9067281277134337,0.9686056812602797,0.00011618956975892278,Time Ratio (<1 = faster completion),velocity_fixed_18m_pp,151,40
AFT_lognormal,Expenditure_Velocity_fixed_18m_pp,0.00290055263643124,0.025138710734324866,1.0029047633093382,0.9546882658138701,1.0535564333254912,0.908142411341276,Time Ratio (<1 = faster completion),velocity_fixed_18m_pp,151,40
Cox_PH,Capacity_Velocity_Index_fixed_12m_pp,0.11440184447121705,0.05318929290575376,1.121202583430219,1.0102044600034201,1.2443968353558261,0.03148855499355609,Hazard Ratio (>1 = faster completion),velocity_index_fixed_12m_pp,150,39
AFT_lognormal,Capacity_Velocity_Index_fixed_12m_pp,-0.05460788232504201,0.02145377526622604,0.9468563542826067,0.9078677968362424,0.9875192828401017,0.010916074327394547,Time Ratio (<1 = faster completion),velocity_index_fixed_12m_pp,150,39
Cox_PH,Capacity_Velocity_Index_fixed_18m_pp,0.1390629739825146,0.05636082813196865,1.1491964672031874,1.0290106232996679,1.2834197143635189,0.013610992107638015,Hazard Ratio (>1 = faster completion),velocity_index_fixed_18m_pp,151,40
AFT_lognormal,Capacity_Velocity_Index_fixed_18m_pp,-0.07008918732233745,0.023118140927503236,0.9323106659059832,0.8910097481114971,0.9755260024981114,0.0024311388468118886,Time Ratio (<1 = faster completion),velocity_index_fixed_18m_pp,151,40
Cox_PH,Capacity_Velocity_Index_fixed_12m_scaled,0.3116343220345903,0.14488935305893744,1.3656552116911236,1.028042396892394,1.8141412872239158,0.03148855499355609,Hazard Ratio (>1 = faster completion),velocity_index_fixed_12m_scaled,150,39
