,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,8,15,507.5808737829702,0.0,450.79529069779755,-0.14636593016652122,-0.12596756056895075,-1.1111891760667825,-0.12596756056895084,-1.1494361190622269,1.6847930709581798,-18.137467285475665,-3.3760424783967196,22.068733642737833
