Grantee,Disaster Type,Expenditure_Velocity,Expenditure_TV_Mean,Expenditure_TV_Std,Expenditure_TV_Count,Expenditure_TV_Min,Expenditure_TV_Max,Expenditure_TV_Lag1_Mean,Expenditure_TV_Lag1_Std,Expenditure_TV_Lag1_Count
"New York City, NY",2013 National Disaster Resilience,0.0017840937147794388,-4.300560988348115,17.386551591198668,13,-59.10697214324555,13.982599649597615,-4.6589410707104575,18.109440166501923,12
"New York City, NY","2020 Hurricanes Laura, Delta and Zeta (LDZ)/2021 Hurricane Ida and Wildfires (IDF)",0.008200824157782937,0.8200824157782938,1.165039883812414,3,0.0,2.153658438588931,1.2301236236674407,1.306075460585698,2
North Carolina-NCORR,2015-2018 Mitigation,0.012274349200098938,1.2206470621637413,14.533371187333044,18,-47.32340872890055,16.58720817273833,2.354683098492935,14.135932453484255,17
North Carolina-NCORR,2016 Louisiana Floods and Other Events,0.03608301203105035,3.566599324565906,8.63388119097149,26,-14.802118311086087,33.586058268130635,3.8606307806055877,8.678042663704355,25
North Carolina-NCORR,2018 Disasters,0.05711848149984438,5.536869053830506,12.772323219818901,16,-24.920588933723597,25.564286433948492,5.905993657419206,13.131975406179354,15
North Carolina-NCORR,"2020 Hurricanes Laura, Delta and Zeta (LDZ)/2021 Hurricane Ida and Wildfires (IDF)",0.00015358934809401917,0.015358934809401925,0.32348015634940624,6,-0.4640047063215116,0.5561583151779231,0.01843072177128231,0.3615639575182399,5
Northern Mariana Islands,2015-2018 Mitigation,0.003960222736873803,0.5289635437347036,0.7984264204484863,5,0.004758005021542923,1.8855919531322651,0.6317133878531845,0.8829474099388724,4
Northern Mariana Islands,2018 Disasters,0.016456967274773495,-0.975829865865948,10.507228602979245,15,-38.36818207359124,4.197491021561656,-0.992958561244589,10.903649101423248,14
Ohio,2019 Disasters,0.011366700663686849,1.3640040796424215,1.3833437570372047,5,0.0,3.637122633075985,1.3296616212921575,1.5948847096916277,4
Oklahoma,2011-2013 Hurricane Sandy and Other Events,0.023727092516180152,1.976287977797551,4.150544028608804,42,-7.530816535030286,13.613811161214928,2.0244901235974915,4.1901869575765724,41
Oklahoma,2019 Disasters,0.011706602692857084,1.1227815245730584,3.8566309315322025,14,-10.874445784183928,5.24682567761271,1.2977226738092693,3.955869331448889,13
"Orange County, FL",2022 Disasters including Hurricanes Fiona and Ian,0.0639952425925926,6.399524259259259,22.509502930771024,3,-12.217273585858585,31.415846363636362,9.599286388888888,30.853275000613905,2
Oregon,"2020 Hurricanes Laura, Delta and Zeta (LDZ)/2021 Hurricane Ida and Wildfires (IDF)",0.014848778274363546,0.7530257516456552,18.462055905214836,6,-33.23333184200206,21.411359805984972,1.359315797512728,20.574315982827137,5
Pennsylvania,2011 Multiple Disasters,0.018906128708808142,1.8906128708808139,9.160324484941869,47,-37.567328950117165,34.39218672152266,1.9317131506825707,9.257164112246668,46
Pennsylvania,2011-2013 Hurricane Sandy and Other Events,0.029220068729753055,2.867322111253764,6.310678940163995,34,-12.36973470063547,23.312879143690747,2.891820613404674,6.406882696753252,33
