covariate,coef,exp(coef),se(coef),coef lower 95%,coef upper 95%,exp(coef) lower 95%,exp(coef) upper 95%,cmp to,z,p,-log2(p),HR,HR_lower,HR_upper,C_Index
Housing_Pct,2.7087001564134496,15.009752498669426,0.7859834899894965,1.1682008235909382,4.249199489235961,3.216200917109695,70.0493146658813,0.0,3.446255794062096,0.0005684120475271667,10.780775246637472,15.009752498669426,3.216200917109695,70.0493146658813,0.6624551328068916
Disbursement_Velocity_pp,-25.714725036706593,6.795740910240661e-12,12.53860908756156,-50.28994726455388,-1.139502808859305,1.4432893527051123e-22,0.31997807253660476,0.0,-2.050843507212924,0.04028218910820546,4.633714102017542,6.795740910240661e-12,1.443289352705112e-22,0.31997807253660476,0.6624551328068916
Stage2_Efficiency,0.05396430807594478,1.0554469305511085,0.04086113031268402,-0.026122035704513782,0.13405065185640336,0.9742161931946078,1.1434507360803354,0.0,1.3206758516710269,0.1866094692705736,2.4219058990348867,1.0554469305511085,0.9742161931946078,1.1434507360803352,0.6624551328068916
Log_Obligated,0.0682343429704977,1.0706161704574035,0.07207154395106961,-0.07302328748379434,0.20949197342478976,0.9295791822135907,1.2330514778906783,0.0,0.9467584462575542,0.34376188059211266,1.5405185201986726,1.0706161704574035,0.9295791822135908,1.2330514778906783,0.6624551328068916
Ratio_expended_to_disbursed,0.022722887646926194,1.0229830190339544,0.06468659671278316,-0.10406051219259586,0.14950628748644826,0.9011707639524213,1.1612607722004118,0.0,0.35127659826994373,0.7253808495572827,0.4631894369977473,1.0229830190339544,0.9011707639524215,1.1612607722004118,0.6624551328068916
