Velocity_Type,N_Grantee_Disasters,Static_Mean,TV_Mean,Correlation,Mean_Difference,Std_Difference,Max_Abs_Difference,Mean_Within_Unit_Std,Median_Within_Unit_Std
Disbursement,151,0.03142186114506712,1.9297348742059803,0.635838631241463,-1.8983130130609132,4.148830393382542,33.0,10.434936721059389,6.2257984698199245
Expenditure,151,0.022627129507195035,0.8107399058164841,0.35308383106216695,-0.7881127763092892,5.447306778621093,33.302841809976826,13.066536823032646,6.8921888850385935
