,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,1,6,4.377815091590033,0.036409641103485324,20.42925369999513,0.7659050729982539,0.7857085160388861,-0.28574890376668316,0.7857085160388861,-0.40456956201047606,0.3537008095148818,17.687298922029285,29.677139513606114,0.15635053898535833
