,DoF,DoF Baseline,chi2,chi2 p-value,chi2 Baseline,CFI,GFI,AGFI,NFI,TLI,RMSEA,AIC,BIC,LogLik
Value,1,6,0.02220362218487537,0.8815466898696156,1.3387555543130603,0.7902284702704485,0.983414730110107,0.9004883806606423,0.983414730110107,-0.2586291783773089,0,17.998889818890756,33.19880490591618,0.0005550905546218843
