Variable,coef_bootstrap,se_bootstrap,HR_bootstrap,HR_Lower_bootstrap,HR_Upper_bootstrap,p_value_bootstrap,model
Ratio_disbursed_to_obligated_lag1,-1.919721837048192e-13,8.145932119432855e-13,0.999999999999808,0.9999999999993843,0.9999999999999999,0.34951304850519227,full_covariates
Ratio_expended_to_disbursed_lag1,-3.129126425688808e-07,4.053510305268724e-06,0.9999996870874064,0.9999999803162842,0.9999999999999999,0.11237575663748922,full_covariates
Government_Type_State,0.004976363801585919,0.007682638545693525,1.0049887664647823,0.9895732060348639,1.0207034070421754,0.9443298250183134,full_covariates
Log_Obligated,0.00048536716155067524,0.0007617536027117185,1.000485484971251,0.9991179223188016,1.0022164579059953,0.9302710863503285,full_covariates
Prior_Grant_Count,0.0006539515313868404,0.0032400395194112338,1.0006541654043077,0.9965129170770036,1.0094253064779057,0.2985424863507091,full_covariates
Prior_Grant_Dollars_log,8.049067359373049e-05,0.00020580278901045137,1.000080493913055,0.9997161415222503,1.000525669488546,0.5822212916776153,full_covariates
Disaster_Year,-0.00024272305477451823,0.0005568657289805807,0.999757306400083,0.9985805875696181,1.0009274513106468,0.6479908462815023,full_covariates
Population_log,0.0008766932604298615,0.001698131949584526,1.000877077668294,0.9981054355511397,1.004782505081294,0.7637234969043816,full_covariates
