Grantee,Ratio_disbursed_to_obligated,Ratio_expended_to_disbursed,Timeliness,Duration_of_completion,Ratio_obligated_funds_fully_expended,Quarter_by_quarter_variance_expended,Num_Disaster,Num_Program,Ratio_Program_Completed,Average_Duration_Program_Completion,E_TOTPOP,avg_employment,avg_payroll,SPL_THEME1,SPL_THEME2,SPL_THEME3,SPL_THEME4,SPL_THEMES
"Cass County, TX",0.5244779817461221,0.8379161089003083,0.015856457333611518,63.06578947368421,0.8794961195343164,0.27823366961783247,2.0,2.0,1.0,78.11513157894737,2.9946,0.0,0.0,3.0370333333333335,2.6814666666666667,0.8523166666666667,2.8406333333333333,9.411433333333333
"Catahoula Parish, LA",0.2963427671050444,0.9978897642472336,0.16953610712577713,88.625,0.4767874067195715,0.27028603258942885,2.0,13.0,0.9230769230769231,67.83004385964911,0.0,0.0,0.0,3.3624500000000004,1.8586500000000001,0.8651333333333334,3.3830666666666667,9.469299999999999
"Chambers County, TX",0.2740322219763532,0.9864386232869771,0.02614986984981847,61.577302631578945,0.5322464852539265,0.3054412804582848,4.0,43.0,0.9767441860465116,85.47415413533835,0.0,0.0,0.0,1.8447500000000001,1.81125,1.3045,1.8541333333333334,6.814666666666667
"Charleston County, SC",0.45669459619786845,1.0,0.03325311747976373,30.072368421052634,0.9430372398954433,0.3554050501592753,1.0,2.0,1.0,25.565789473684212,38.34786666666667,0.0,0.0,1.72255,1.2963666666666667,1.2040166666666667,2.9380333333333333,7.160966666666667
"Charlton County, GA",0.36460903572915737,1.0,0.027757487216946677,36.026315789473685,0.9104141186642772,0.3269758703646006,1.0,1.0,1.0,36.026315789473685,1.2823,3.4659942637794936,52252.72297174348,3.8125999999999998,1.6441666666666668,1.2713166666666667,3.2036333333333338,9.931750000000001
"Chatham County, GA",0.44703058050268835,1.0,0.030303030303030304,33.0,0.8522954654740437,0.4064357494292077,1.0,2.0,1.0,33.0,28.1218,2.6480049878267637,42073.00386177272,2.44585,1.9546333333333334,1.36175,3.0741333333333336,8.836383333333332
"Cherokee County, IA",0.26406567547331267,0.6666666666666666,0.036973972269520795,27.04605263157895,1.0,0.42872738953253264,1.0,1.0,1.0,27.04605263157895,0.0,0.0,0.0,0.7090166666666667,1.8136833333333333,0.4681666666666667,2.1379333333333332,5.128816666666666
"Cherokee County, TX",0.7082959778201101,0.928430493343176,0.011098130841121495,90.10526315789474,1.0,0.27098307333195104,1.0,37.0,1.0,71.36504267425319,5.122183333333334,0.0,0.0,3.2069500000000004,2.6161666666666665,1.4080833333333331,3.472683333333333,10.703899999999999
"Chicot County, AR",0.5376996846648906,0.36256116132695726,0.011888002502737367,84.11842105263159,1.0,0.2972399361795084,1.0,2.0,1.0,49.5625,0.0,0.0,0.0,3.8304500000000004,3.1551833333333335,1.2911333333333332,3.8768499999999997,12.153616666666666
"Citrus County, FL",0.3138805803265959,0.8851357031443451,0.01751959428307976,57.078947368421055,0.9111787862537718,0.3200652101660324,1.0,1.0,1.0,57.078947368421055,0.0,0.0,0.0,2.70605,2.0620166666666666,0.7294666666666667,2.2791166666666665,7.77665
"Clark County, IL",0.6613328623491139,0.9868829800457339,0.02947704048579419,34.51315789473684,0.9999999999999999,0.34695440375523867,2.0,10.0,1.0,24.31907894736842,1.5963166666666666,0.0,0.0,1.4305,2.18885,0.103,1.5888499999999999,5.3112
"Clark County, IN",0.825064880089005,0.9413417259600559,0.041632429471377706,24.019736842105264,1.0,0.27735955921137406,1.0,4.0,1.0,36.807565789473685,11.4697,0.0,0.0,1.5925666666666667,1.8250333333333335,0.8781166666666667,2.1570666666666667,6.4527833333333335
"Clarke County, MS",0.6429616244506414,0.9957052220706141,0.03336259877085162,29.97368421052632,1.0000000000000002,0.33911361997621786,1.0,5.0,1.0,39.03289473684211,0.0,0.0,0.0,3.426183333333333,2.886616666666667,0.8019666666666666,2.0818833333333333,9.196633333333333
"Clay County, AR",0.7610343926150341,0.2268998112757333,0.011479495506381693,87.11184210526316,1.0000000000000002,0.368410895961185,1.0,1.0,1.0,87.11184210526316,0.0,0.0,0.0,3.127883333333333,2.6531166666666666,0.22473333333333334,1.8107,7.816416666666666
"Clay County, FL",0.16832956932086898,1.0,0.027757487216946677,36.026315789473685,0.2708093608021134,0.37859857031986555,1.0,1.0,1.0,36.026315789473685,0.0,0.0,0.0,1.6123500000000002,2.104366666666667,1.1006666666666667,1.9278166666666667,6.745216666666667
"Clay County, IN",0.8365250462904813,1.29578852669962,0.03325311747976373,30.072368421052634,1.0,0.2986476830795076,1.0,5.0,1.0,18.625000000000004,0.0,0.0,0.0,1.71115,2.3069333333333333,0.19920000000000002,1.959933333333333,6.1772
"Cleburne County, AR",0.5321090705700238,0.13529681186006645,0.013320480238366489,75.07236842105263,1.0,0.3125246208159748,1.0,1.0,1.0,75.07236842105263,0.0,0.0,0.0,2.3615999999999997,2.06535,0.30215,1.8507833333333334,6.579866666666667
"Cleveland County, AR",0.6528809654223867,0.16549318708489502,0.011479495506381693,87.11184210526316,1.0,0.22407376080137456,1.0,7.0,1.0,68.20676691729325,0.0,0.0,0.0,2.1999666666666666,2.626916666666667,0.6564333333333333,1.73965,7.222983333333333
"Cleveland County, OK",0.7902335492722831,0.9778281308609897,0.01446104081438493,69.15131578947368,0.985931789029973,0.2522858704846433,1.0,171.0,1.0,22.929566563467493,27.29275,0.0,0.0,1.4306333333333334,1.6326666666666665,1.0965333333333334,2.7560333333333333,6.91585
"Coffee County, GA",0.44415697365888623,1.0,0.030303030303030304,33.0,0.9962673267983831,0.39905990025705035,1.0,2.0,1.0,33.016447368421055,4.278716666666666,2.8651720163583145,38755.779575651584,3.4276999999999997,2.6266833333333333,1.3235833333333333,3.5894833333333334,10.967483333333334
"Cole County, MO",0.004438620934973254,0.9786534514663713,0.036973972269520795,27.04605263157895,0.006223051454995692,0.48271573880210855,1.0,9.0,0.7777777777777778,9.475563909774438,0.0,0.0,0.0,1.0419833333333333,1.8023999999999998,0.7477166666666667,2.5417833333333335,6.133883333333333
"Coles County, IL",0.4464236145985131,0.9062263255685848,0.03178119266579272,31.53618421052632,1.0,0.3466877575035674,2.0,10.0,1.0,20.720394736842106,0.0,0.0,0.0,2.5664166666666666,1.3445166666666666,0.5494,3.0817333333333337,7.542066666666667
"Collier County, FL",0.30734004845429447,1.0,0.3333333333333333,3.0,0.30734004845429447,0.0,2.0,5.0,1.0,3.0,0.0,0.0,0.0,1.8788166666666666,1.7565166666666665,1.4135,2.7236333333333334,7.772449999999999
"Colorado County, TX",0.2578732418534,1.0874042599355838,0.027047174638141755,39.05263157894737,0.5235038345001929,0.3077426372832616,2.0,10.0,0.8,30.035361842105264,0.0,0.0,0.0,2.0623,2.2946166666666667,1.4253166666666666,2.8508166666666668,8.633033333333334
"Columbia County, FL",0.038562104943650304,1.0,0.16593886462882093,6.026315789473685,0.07712420988730061,0.5,1.0,2.0,1.0,6.026315789473685,0.0,0.0,0.0,3.147883333333333,2.306766666666667,0.9640666666666666,3.6778833333333334,10.096583333333333
"Columbia County, PA",0.38197390078009363,0.9391216198165977,0.015772461354521455,85.58223684210527,0.9053178812758438,0.21581735913746242,2.0,34.0,1.0,46.4655572755418,0.0,0.0,0.0,1.7498333333333331,1.2001000000000002,0.45533333333333337,2.6947166666666664,6.099983333333333
"Concordia Parish, LA",0.603906873572006,1.0,0.020804817957842867,48.06578947368421,1.0,0.28111129899718856,1.0,3.0,1.0,46.015350877192986,0.0,0.0,0.0,3.8077166666666664,2.75445,1.0035,3.5444166666666668,11.110066666666667
"Conway County, AR",0.5054667270929816,0.38223405083805106,0.011479495506381693,87.11184210526316,1.0000000000000002,0.30745392471800204,1.0,2.0,1.0,49.546052631578945,2.09795,0.0,0.0,2.67965,2.8380166666666664,0.8691666666666666,2.6140166666666667,9.00085
"Cook County, GA",0.036047356095130226,1.0,0.023802067021609773,42.01315789473684,0.093660163867007,0.3921731046942045,1.0,1.0,1.0,42.01315789473684,0.0,0.0,0.0,3.5651666666666664,2.56695,1.2035166666666666,2.6527666666666665,9.988416666666668
"Cook County, IL",0.5852944769664425,0.9755376781951337,0.009206346028517727,109.62828947368422,0.8105167185197959,0.23762727249562515,2.0,230.0,0.9565217391304348,29.267352728150648,520.7808833333333,0.6749256274940687,19686.488423410425,2.4539666666666666,1.7081833333333334,1.5551833333333331,3.2638,8.98115
"Copiah County, MS",0.5464883662771111,1.0,0.037018996590355575,27.013157894736842,0.9999999999999999,0.28316398737113563,1.0,3.0,1.0,35.02850877192983,0.0,0.0,0.0,3.5118500000000004,2.3261,1.3072166666666667,3.2862833333333334,10.431433333333333
"Coryell County, TX",0.3635207590349149,1.0118776456809708,0.06923447991550122,15.039473684210527,0.4999999999999999,0.42408548246477723,2.0,3.0,1.0,11.015350877192981,7.666,0.0,0.0,2.66605,2.2685166666666667,1.2890333333333335,2.8819666666666666,9.105583333333334
"Craighead County, AR",0.6566121630145407,0.1,0.013320480238366489,75.07236842105263,1.0,0.2763853991962833,1.0,2.0,1.0,70.54934210526315,0.0,0.0,0.0,2.5188833333333336,2.5612333333333335,0.9772166666666666,3.1812166666666664,9.23855
"Crawford County, AR",0.632959099635391,0.23145115883274534,0.011479495506381693,87.11184210526316,1.0000000000000002,0.24803369940750308,1.0,8.0,1.0,52.56003289473685,6.17855,0.0,0.0,2.6521833333333333,2.6583833333333335,0.9404666666666666,2.23895,8.489983333333333
"Crawford County, IL",0.6582602433686112,0.9898302400000001,0.03515426395439811,28.526315789473685,1.0,0.408930607465839,2.0,4.0,1.0,26.28125,0.0,0.0,0.0,1.803416666666667,1.7316666666666667,0.6849666666666666,2.4063666666666665,6.626416666666667
"Crawford County, IN",0.6792569225986889,1.0,0.06649168853893263,15.039473684210527,0.9999999999999998,0.3887365981644416,1.0,6.0,1.0,15.023026315789474,0.0,0.0,0.0,2.640233333333333,2.116016666666667,0.1454,1.9869833333333335,6.888616666666667
"Creek County, OK",0.6264078997598208,1.0237184368854704,0.03027285401314479,33.03289473684211,0.9999999999999998,0.31611842054618444,1.0,45.0,1.0,19.74926900584795,7.08655,2.4603683194721313,16863.185925306123,2.06205,2.2197999999999998,0.8533166666666667,2.6204,7.755566666666667
"Crisp County, GA",0.2517790039122081,1.1083682299997832,0.027757487216946677,36.026315789473685,0.8019899070248052,0.3635473693720241,1.0,1.0,1.0,36.026315789473685,2.2542666666666666,9.61140356065535,129360.71844009386,3.9280166666666667,2.9588,1.1669666666666665,3.3597,11.413516666666666
"Crittenden County, AR",0.690197324566009,0.1515142927905114,0.013320480238366489,75.07236842105263,1.0,0.2863327911049988,1.0,2.0,1.0,46.55263157894737,0.0,0.0,0.0,3.5565333333333338,2.6661333333333332,1.1228833333333335,3.1613666666666664,10.506916666666667
"Cross County, AR",0.6095517235901509,0.2,0.013873676524278934,72.07894736842105,1.0,0.4,1.0,1.0,1.0,72.07894736842105,1.7244833333333331,0.0,0.0,3.0781666666666667,2.888,0.7403166666666667,2.5139833333333335,9.220466666666667
"Cullman County, AL",0.5983468180850594,1.0012122026195787,0.04755944931163955,21.026315789473685,0.9999999999999999,0.2858521349604597,1.0,3.0,1.0,17.013157894736842,0.0,0.0,0.0,2.6113166666666667,2.1205166666666666,0.6595,2.3084166666666666,7.699750000000001
"Cumberland County, IL",0.45405195707889456,1.0024858957910647,0.038879150842341025,31.519736842105264,1.0,0.38137499143794756,2.0,4.0,1.0,27.013157894736842,1.0835333333333335,0.0,0.0,1.4841666666666666,1.9036,0.14905000000000002,1.6208666666666665,5.157683333333334
"Cumberland County, NC",0.24646924148576202,0.973301417771063,0.07921371444429534,15.023026315789474,0.6605181823647295,0.6125598781331542,2.0,3.0,1.0,19.05263157894737,32.7452,1.3799025562581748,21430.842450869815,2.7594833333333333,2.5223999999999998,1.3675666666666668,3.2802666666666664,9.92975
"Cumberland County, NJ",0.6666644323151074,1.0,0.16593886462882093,6.026315789473685,1.0,0.4714045207910317,1.0,2.0,1.0,9.05263157894737,15.428366666666667,0.0,0.0,3.3258500000000004,2.4860333333333333,1.5272333333333332,3.7408333333333332,11.079950000000002
"Dallas County, AR",0.7322337396300839,0.5992681711904424,0.011888002502737367,84.11842105263159,1.0000000000000002,0.30311715068287864,1.0,2.0,1.0,55.58223684210527,0.0,0.0,0.0,2.5197833333333333,2.6246666666666667,1.1493666666666666,3.15065,9.444466666666667
"Dallas County, TX",0.06131938995134844,2.690894701425504,0.07248605882600945,19.49671052631579,0.12110710763989264,0.4522086113416255,2.0,13.0,0.46153846153846156,3.0,251.60416666666666,0.0,0.0,2.8000666666666665,2.19075,1.62105,2.9320833333333334,9.543933333333333
"Dane County, WI",0.4777127723440152,0.8241710863792856,0.025606469002695417,39.05263157894737,0.9999999999999999,0.2898930022358354,1.0,4.0,1.0,21.782894736842106,52.16238333333333,0.0,0.0,0.7451666666666666,0.9887666666666667,1.0574666666666668,2.8585833333333333,5.649983333333334
"Dauphin County, PA",0.6847032245336535,0.812937209236182,0.012343462349381482,81.125,0.9751328296634689,0.1931786323101762,2.0,72.0,1.0,43.23684210526316,27.407083333333333,0.0,0.0,1.4738,2.0558333333333336,1.2414833333333333,2.804116666666667,7.57525
"Davidson County, TN",0.6957005379472528,1.007074687423122,0.00979002962772124,102.14473684210527,1.0,0.21845666606127015,2.0,73.0,1.0,31.264567669172955,66.886,0.5500926342576825,13091.73143528523,2.146333333333333,1.55725,1.4349999999999998,3.1292333333333335,8.267816666666667
"Daviess County, IN",0.84562506879425,1.1171983881390062,0.036973972269520795,27.04605263157895,1.0,0.2920365826914652,1.0,8.0,1.0,16.885690789473685,0.0,0.0,0.0,2.3880333333333335,2.05375,0.7067333333333333,3.1364666666666667,8.284966666666667
"Dearborn County, IN",0.8183863889544097,1.21872352808963,0.010088941988583565,99.11842105263159,1.0,0.276455453467489,1.0,12.0,1.0,31.023574561403507,0.0,0.0,0.0,1.0771166666666667,1.6777499999999999,0.11919999999999999,1.5166000000000002,4.390666666666667
"Decatur County, GA",0.0031167515171099686,0.5,0.1668496158068057,5.993421052631579,0.006233503034219937,0.5,1.0,3.0,0.6666666666666666,3.0,2.7526,4.026496161205163,45602.248782968825,3.4620833333333336,2.623066666666667,1.1183166666666666,3.7335333333333334,10.937
"Decatur County, IN",0.7409468728479073,1.0095910066564862,0.06663743971942131,15.006578947368421,0.9999999999999999,0.4138267258759983,1.0,2.0,1.0,66.09210526315789,2.626783333333333,0.0,0.0,1.4403833333333333,1.8857666666666668,0.31893333333333335,1.7363833333333334,5.38145
"Delaware County, NY",0.9624138835542899,0.9825109153055782,0.00948913634941972,112.63815789473685,0.9990972663639536,0.23623630640683152,2.0,30.0,1.0,51.15899122807018,0.0,0.0,0.0,2.1054,2.021733333333333,0.5803833333333334,3.1291999999999995,7.836733333333334
"Desha County, AR",0.4811790582474839,0.26463972453754525,0.011479495506381693,87.11184210526316,1.0,0.19576845297182915,1.0,6.0,1.0,67.06250000000001,0.0,0.0,0.0,3.7092500000000004,3.20065,1.3888333333333334,2.4327166666666664,10.731433333333333
"Dillon County, SC",0.02035132011122169,1.0,0.03027285401314479,33.03289473684211,0.030154749419599162,0.3806438524104736,1.0,3.0,1.0,24.030701754385962,0.0,0.0,0.0,3.9568666666666665,2.79895,1.2234333333333334,3.2153666666666667,11.194633333333334
"Dodge County, NE",0.5379438095713602,0.9994719239650817,0.05555555555555555,18.0,0.5835600109407093,0.35871969708149964,1.0,4.0,0.75,11.991228070175438,3.674416666666666,5.0731931982924205,58107.22441552732,1.7470999999999999,2.4636333333333336,1.0586166666666668,2.5433833333333333,7.812733333333333
"Dorchester County, MD",0.6281004835926504,1.0,0.055353241077931534,18.065789473684212,1.0,0.3614210178919115,1.0,1.0,1.0,18.065789473684212,3.2360666666666673,0.0,0.0,2.5134666666666665,2.66195,1.2075833333333332,2.5405333333333333,8.923566666666668
"Dougherty County, GA",0.21668227831236186,0.9580374438780386,0.018350340575653965,57.0296052631579,0.4439743389864863,0.30253012053370854,2.0,5.0,0.6,42.02412280701754,9.091883333333334,3.928641480587997,45468.8900631149,3.8457833333333333,2.578133333333333,1.2290833333333333,3.2731,10.9261
"Douglas County, IL",0.5316142100094747,0.9779122236207037,0.027047174638141755,39.05263157894737,1.0,0.35469362508870617,2.0,5.0,1.0,31.236842105263158,0.0,0.0,0.0,1.9069,1.8910999999999998,0.8029833333333333,2.4642666666666666,7.06525
"Douglas County, NE",0.017006803584574168,1.0,0.16777041942604853,5.960526315789474,0.01846333735413338,0.40633385871203237,1.0,2.0,1.0,5.960526315789474,54.7204,3.7554550039838883,62562.55436729264,1.5085166666666667,2.0429666666666666,1.27515,2.892533333333333,7.7191833333333335
"Drew County, AR",0.5515720901706104,0.11396738978702607,0.012809708410584862,78.06578947368422,0.9999999999999999,0.29967127310841807,1.0,2.0,1.0,73.5592105263158,1.83355,0.0,0.0,2.8861666666666665,2.2678833333333333,0.9126833333333333,3.4828499999999996,9.549566666666665
"Dubois County, IN",0.8864053115186366,1.0127738773079098,0.013873676524278934,72.07894736842105,1.0,0.21040077799814272,1.0,10.0,1.0,15.029605263157894,0.0,0.0,0.0,0.9461666666666666,1.7826666666666666,0.7943166666666667,2.145766666666667,5.6689
"Duplin County, NC",0.2125812902299747,1.0,0.03930320087044925,25.532894736842106,0.009624680814156673,0.4330127018922193,2.0,4.0,0.75,25.039473684210524,0.0,0.0,0.0,3.7015166666666666,2.8059833333333337,1.5129666666666666,2.9798833333333334,11.00035
"Duval County, FL",0.36213115235869875,1.0,0.14025853033686583,22.024122807017545,0.6574666296895897,0.33728856712160327,3.0,3.0,1.0,26.037280701754387,91.75126666666667,3.134834105832508,60617.81299658715,2.3058333333333336,2.0159,1.3930999999999998,3.0917,8.806533333333332
"Dyer County, TN",0.9964556639333135,0.5046918207182485,0.050757616447666146,33.04934210526316,0.9893250690284536,0.3173491059874908,2.0,4.0,1.0,43.57565789473685,3.7649166666666667,0.5059240544753726,6636.952060533814,2.83535,2.733233333333333,0.7407166666666667,2.331583333333333,8.6409
"East Baton Rouge Parish, LA",0.34890782612564225,0.7430485432133745,0.10762554256894535,42.79440789473684,0.4927483092686481,0.32974047783257254,4.0,51.0,0.9215686274509803,76.68128654970761,44.43951666666667,0.08286633066155495,2380.010017151024,2.2726333333333333,2.0563833333333332,1.3571333333333333,3.0435166666666666,8.729666666666667
"East Carroll Parish, LA",0.34789860860795957,1.0,0.011483831973405863,87.07894736842105,0.9999999999999999,0.2592947135470298,1.0,3.0,1.0,71.0921052631579,0.7421333333333334,0.0,0.0,3.923716666666667,2.3024999999999998,1.0286,3.6885666666666665,10.943399999999999
"East Feliciana Parish, LA",0.2648468617278036,1.0,0.17129206986793255,55.54934210526316,0.5,0.1799897809204514,2.0,8.0,1.0,37.91365131578948,0.0,0.0,0.0,2.7241999999999997,1.7734666666666667,0.9759000000000001,3.4095333333333335,8.8831
"Eastland County, TX",0.22257111967799895,0.9882631104735854,0.023783445470192455,42.04605263157895,0.5640963518929251,0.30101069793059454,1.0,4.0,0.25,3.0,1.8264333333333331,0.0,0.0,2.6774,2.3867833333333333,1.0878666666666665,3.2013666666666665,9.353433333333333
"Edgar County, IL",0.5697452317193328,0.9733568820986074,0.0305108484908204,33.04934210526316,1.0,0.3267669493646796,2.0,11.0,1.0,30.302631578947366,1.7739666666666667,0.0,0.0,1.9165,2.2418333333333336,0.21261666666666668,2.161233333333333,6.5322
"Edgecombe County, NC",0.1561457267886135,0.9989494267324416,0.041632429471377706,24.019736842105264,0.3098999037878897,0.36465049652267995,1.0,2.0,0.5,21.026315789473685,0.0,0.0,0.0,3.7821666666666665,2.7698,1.3417333333333332,3.3428166666666663,11.236533333333334
"El Paso County, CO",0.4941937741883093,1.0154842129318191,0.013867347869719914,72.11184210526316,0.9949550239012139,0.27272587716400265,1.0,43.0,1.0,20.046358629130967,0.0,0.0,0.0,1.4451166666666666,1.8607666666666667,1.1800499999999998,2.641966666666667,7.127883333333333
"Erath County, TX",0.3776521212637278,1.0,0.023802067021609773,42.01315789473684,1.0,0.2652730869632881,1.0,1.0,1.0,51.059210526315795,4.0595,0.0,0.0,2.7617166666666666,1.2752166666666667,1.1946333333333334,3.4483833333333336,8.67995
"Essex County, NJ",0.27218388047758507,1.2660485170361788,0.03737833205991364,69.08552631578948,0.5044632649224027,0.32120489975368854,2.0,10.0,0.8,19.159539473684212,80.14501666666666,1.471952990668752,41498.29416226204,2.6906166666666667,2.2417333333333334,1.6043500000000002,3.5333666666666663,10.070083333333335
"Essex County, NY",0.9617070295076868,0.9737473327990889,0.015856457333611518,63.06578947368421,0.9989537521058337,0.3598937292455344,1.0,13.0,1.0,32.33451417004049,3.8238666666666665,0.0,0.0,1.4913833333333333,1.8198166666666669,0.6305,2.8828833333333335,6.824583333333333
"Evangeline Parish, LA",0.32086550889112186,1.0,0.17221370702868402,46.569078947368425,0.4999999999999997,0.18918256686165363,2.0,10.0,1.0,49.256578947368425,3.3570666666666664,0.0,0.0,3.79575,3.0767333333333333,1.24915,3.780116666666667,11.90175
FL,0.29944702797687994,1.0669402778067563,0.02672712276235459,54.05263157894737,0.5364622777720419,0.28829428433455656,6.0,99.0,0.7777777777777778,21.210919088766694,2020.957583333333,0.3293058589923966,6392.319313012953,2.3432608335597362,1.9490107457476726,1.354025701841568,2.895014389867423,8.541308241253693
"Faulkner County, AR",0.5040416549159963,0.22331362953388365,0.011479495506381693,87.11184210526316,1.0,0.2761313229028321,1.0,2.0,1.0,52.55592105263158,0.0,0.0,0.0,1.8784166666666666,1.6834833333333332,0.87505,3.0816666666666666,7.518599999999999
"Fayette County, IN",0.4161918214285714,0.9057408881431821,0.041632429471377706,24.019736842105264,1.0,0.33619389824958695,1.0,2.0,1.0,25.532894736842106,2.3608,0.0,0.0,3.0312333333333332,2.676633333333333,0.26975,2.6014833333333334,8.5791
"Fayette County, TX",0.16327307055346968,1.069500542831505,0.022197482662764056,48.06578947368421,0.2933231896032549,0.33143100371941203,2.0,13.0,0.8461538461538461,34.68959330143541,2.4781,0.0,0.0,1.4777333333333333,1.92375,1.2143833333333334,2.3248166666666665,6.940666666666666
"Fayette County, WV",0.038562220334912196,1.0,0.041632429471377706,24.019736842105264,0.12138418203599824,0.423074498474211,1.0,2.0,1.0,13.509868421052632,4.413283333333333,1.7069679792444776,15253.450756617332,3.154916666666667,2.2479999999999998,0.3872333333333333,2.9936833333333333,8.783833333333334
"Florence County, SC",0.043629189121922214,1.0,0.03325311747976373,30.072368421052634,0.08571672178840134,0.3887253157651715,1.0,3.0,1.0,30.072368421052634,0.0,0.0,0.0,2.9226833333333335,2.3969,1.15265,3.4064833333333335,9.8787
"Floyd County, IN",0.9068037426732563,1.0134726040063333,0.025606469002695417,39.05263157894737,1.0000000000000002,0.33031061617245766,1.0,5.0,1.0,36.631578947368425,0.0,0.0,0.0,1.2261666666666666,1.9129833333333333,0.6878833333333333,2.01635,5.843383333333333
"Forrest County, MS",0.7467087233377455,0.9874217549955948,0.012804313031758066,78.09868421052632,1.0,0.22729173389184773,1.0,6.0,1.0,61.05372807017543,0.0,0.0,0.0,3.446633333333333,2.4916666666666667,1.1764833333333333,3.6324666666666663,10.747250000000001
"Fort Bend County, TX",0.2345041405653464,1.0102158343716543,0.01795528276545834,58.567434210526315,0.38533402687300267,0.2970231828238459,4.0,40.0,0.825,44.60187400318979,0.0,0.0,0.0,1.23195,1.8768,1.57315,1.9435166666666666,6.625416666666666
"Fountain County, IN",0.6693400645750527,1.0,0.055353241077931534,18.065789473684212,0.9999999999999999,0.3107543511986423,1.0,5.0,1.0,11.427631578947368,0.0,0.0,0.0,2.1015833333333336,2.2756666666666665,0.3809,1.41275,6.1709
"Franklin County, AL",0.628053946947901,0.8701238858738072,0.03743251182989866,27.04605263157895,0.9999999999999999,0.3090053065568805,2.0,8.0,1.0,31.16200657894737,0.0,0.0,0.0,3.224216666666667,2.6453166666666665,1.2206,2.633566666666667,9.7237
"Franklin County, AR",0.5464866488581327,0.8115345948867961,0.01958510501224069,51.059210526315795,1.0,0.3058538269457747,1.0,4.0,1.0,67.57236842105264,0.0,0.0,0.0,2.9004166666666666,2.27975,0.4923666666666667,2.42635,8.098866666666668
