Grantee,Ratio_disbursed_to_obligated,Ratio_expended_to_disbursed,Timeliness,Duration_of_completion,Ratio_obligated_funds_fully_expended,Quarter_by_quarter_variance_expended,Num_Disaster,Num_Program,Ratio_Program_Completed,Average_Duration_Program_Completion,E_TOTPOP,avg_employment,avg_payroll,SPL_THEME1,SPL_THEME2,SPL_THEME3,SPL_THEME4,SPL_THEMES
"Assumption Parish, LA",0.24321814431973476,0.9968932534917588,0.14156487229313763,46.05921052631579,0.3333333333333334,0.21542101663500207,3.0,23.0,1.0,53.53060640732265,2.2607833333333334,0.0,0.0,2.9332833333333332,2.4815,1.1031,2.58255,9.100433333333333
"Atlantic County, NJ",0.8338654948396526,0.9988576321006338,0.007239474185559153,138.13157894736844,0.856890729789289,0.1867827745410276,1.0,64.0,1.0,16.43133223684211,27.167350000000003,0.021083026244799116,261.4749749101187,2.4600166666666667,2.186316666666667,1.4563499999999998,3.3376333333333332,9.4403
"Austin County, TX",0.2972034650869414,0.983711993974373,0.020631947545004505,51.807565789473685,0.6949015809284013,0.3063215231982782,4.0,19.0,0.7894736842105263,55.287280701754405,2.9246166666666666,0.0,0.0,1.9108166666666666,2.3128166666666665,1.3621999999999999,2.2669666666666664,7.852799999999999
"Avoyelles Parish, LA",0.3545784929494839,0.9950886049531725,0.021024916659162687,72.09539473684211,0.57295974371918,0.2893678656457014,2.0,13.0,0.9230769230769231,50.55756578947369,4.09575,0.0,0.0,3.5896333333333335,2.7178,0.9965333333333333,3.53255,10.836516666666668
"Bandera County, TX",0.26,0.9375,0.033289531318440646,30.039473684210527,0.375,0.3938299643454349,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.9512999999999998,2.06225,0.9519166666666666,2.128,7.0934333333333335
"Bartholomew County, IN",0.8142055268293181,1.021782839743391,0.010406682185403257,96.0921052631579,1.0,0.2811385228792005,1.0,15.0,1.0,23.82894736842105,0.0,0.0,0.0,1.2495666666666667,2.036966666666667,1.0145833333333334,2.3015666666666665,6.602683333333334
"Bastrop County, TX",0.3349719561302501,0.9913083124671376,0.018507190035116843,68.32894736842105,0.7946047680420781,0.26697947477987816,4.0,27.0,0.8148148148148148,68.95095693779905,8.235566666666667,0.0,0.0,2.506483333333333,2.0387166666666667,1.4828166666666667,2.9781999999999997,9.006216666666667
"Bay County, FL",0.12116127900647321,0.9893083300843668,0.18515365280142707,15.023026315789474,0.046378861561736304,0.2808536938296126,2.0,73.0,0.8904109589041096,7.90080971659919,17.696,0.11301989150090415,213.69518535262205,2.13795,2.205633333333333,1.028,2.981566666666667,8.35315
"Beauregard Parish, LA",0.4573112890054089,1.0,0.039630304008348494,31.070175438596493,0.7838551975572822,0.33564780368993646,3.0,11.0,1.0,42.055023923444985,0.0,0.0,0.0,2.39535,2.411166666666667,0.7900333333333333,2.6560333333333332,8.252583333333334
"Bee County, TX",0.25034509951564,1.2235093325723185,0.02311632625905869,45.055921052631575,0.5032142982282888,0.3063274994342752,2.0,5.0,1.0,36.651315789473685,3.22235,0.0,0.0,3.5863333333333336,2.025116666666667,1.5286166666666665,3.5478666666666663,10.687916666666666
"Benton County, AR",0.4101498239048723,0.38005008582764443,0.007744828289004382,129.1184210526316,0.32709099303672495,0.26480065814386033,1.0,5.0,1.0,78.07236842105263,25.11285,0.04714351600782116,559.19304397879,1.2047833333333333,1.8929666666666665,1.2374666666666667,2.1226833333333333,6.457916666666667
"Benton County, IA",0.1743322291880465,1.0,0.04755944931163955,21.026315789473685,0.4477650042538149,0.3697782658336803,1.0,7.0,1.0,16.721804511278197,0.0,0.0,0.0,0.46080000000000004,1.66835,0.27373333333333333,1.09655,3.49945
"Benton County, IN",0.8365214116379939,1.0740740740740742,0.010088941988583565,99.11842105263159,0.9999999999999999,0.37530088842314246,1.0,4.0,1.0,8.27138157894737,0.0,0.0,0.0,1.7454,2.6218,0.5616666666666666,1.3047333333333333,6.233616666666666
"Bergen County, NJ",0.5360789933198783,0.9231051072908392,0.01513040015926737,66.09210526315789,1.0000000000000004,0.28619526416184654,1.0,66.0,1.0,14.573464912280704,92.69608333333333,1.8803003982950768,23801.109809114092,0.9960999999999999,1.2710333333333332,1.4506,2.6406666666666667,6.3584
"Bladen County, NC",0.1788583868609118,0.7032151095492688,0.029588359199323646,36.04276315789474,0.5859618786692758,0.38872048805804904,2.0,4.0,1.0,25.532894736842106,3.3465333333333334,0.789729812798461,10502.381995867792,3.5418333333333334,2.7311666666666667,1.3693333333333335,2.9563,10.598616666666667
"Blanco County, TX",0.13187498452012383,1.0,0.06663743971942131,15.006578947368421,0.24,0.3717527125080443,1.0,1.0,1.0,15.006578947368421,1.1041333333333334,0.0,0.0,1.4161333333333335,1.8375833333333331,1.1649333333333334,1.7415666666666667,6.160216666666667
"Blount County, AL",0.7386852731184383,0.9936633305350286,0.11127379209370425,8.986842105263158,1.0,0.40129003701118016,1.0,1.0,1.0,11.980263157894738,0.0,0.0,0.0,2.6243333333333334,2.174533333333333,0.9245166666666668,1.9324166666666667,7.655833333333334
"Boone County, AR",0.6347056384199312,0.3333333333333333,0.047633970542149795,20.99342105263158,1.0,0.4330127018922193,1.0,2.0,1.0,20.99342105263158,0.0,0.0,0.0,2.266183333333333,2.3302,0.2776,2.3062666666666667,7.180266666666667
"Boone County, MO",0.07390299683246766,1.0,0.037018996590355575,27.013157894736842,0.10229541118586204,0.4248815750084246,1.0,1.0,1.0,27.013157894736842,17.322833333333335,3.3914775296573882,32675.226339032295,1.5796833333333333,1.0356666666666667,0.9886666666666667,2.8692666666666664,6.4732666666666665
"Bosque County, TX",0.41848793778097126,1.145887612942743,0.029015170615045733,34.5296052631579,1.0,0.3399138159085435,2.0,2.0,1.0,43.54276315789474,1.8171,0.0,0.0,2.2624,2.448166666666667,1.1422666666666668,2.3426833333333335,8.195516666666666
"Bossier Parish, LA",0.002490147081046965,1.0,0.04755944931163955,21.026315789473685,0.007470441243140895,0.4714045207910317,1.0,3.0,1.0,9.008771929824562,12.373916666666668,0.0,0.0,2.0574,2.2314166666666666,1.1186,2.9827833333333333,8.390183333333333
"Boulder County, CO",0.36177738412038724,1.4442920915638862,0.1724064144198575,45.05592105263158,0.49835722026634666,0.23636211789965933,2.0,184.0,0.9836956521739131,24.89462779877872,0.0,0.0,0.0,1.0541333333333334,0.7884833333333333,1.1272333333333333,2.663933333333333,5.633783333333334
"Bradford County, PA",0.5964416041191221,0.9989601843771633,0.025606469002695417,39.05263157894737,1.0000000000000002,0.2990631198547564,1.0,6.0,1.0,33.53179824561404,0.0,0.0,0.0,1.7416833333333333,2.0519333333333334,0.2707833333333333,2.5927666666666664,6.657183333333333
"Bradley County, AR",0.601302668016121,0.08529602186771162,0.011479495506381693,87.11184210526316,1.0,0.22875890687366227,1.0,6.0,1.0,63.553728070175445,0.0,0.0,0.0,3.31775,2.93235,1.4020666666666666,3.1902833333333334,10.842466666666667
"Brazoria County, TX",0.3081954629366804,1.0329973806504695,0.015710944489815522,69.84210526315789,0.5446361042195859,0.24806343086895194,4.0,104.0,0.9326923076923077,77.19017905588714,0.0,0.0,0.0,1.5133166666666666,1.9544333333333335,1.4779,3.0334333333333334,7.979083333333333
"Breathitt County, KY",0.1397719565918126,0.46576720929706505,0.06663743971942131,15.006578947368421,0.061376631004824836,0.4330127018922193,1.0,3.0,0.3333333333333333,6.026315789473685,1.3473166666666667,0.0,0.0,3.5965833333333332,2.0519,0.15286666666666668,3.4187833333333333,9.220133333333333
"Brevard County, FL",0.5714478172395198,1.0,0.09725792561968893,10.5,0.8610766847572827,0.2731611708972027,2.0,4.0,1.0,7.506578947368421,57.194816666666654,1.2967375540149475,13026.140189277061,1.8062333333333331,1.9718166666666666,1.0758333333333334,2.2347,7.088566666666666
"Brooks County, TX",0.6419861556110561,0.7917855869720262,0.010088941988583565,99.11842105263159,1.000000000000001,0.21608552501195666,1.0,6.0,1.0,108.63048245614037,0.7184166666666667,0.0,0.0,3.7920833333333337,2.986466666666667,1.6374666666666666,3.3923666666666663,11.808383333333333
"Broome County, NY",0.8310917383927112,0.9709851380451933,0.015065694174573159,85.58223684210526,0.9791773819927827,0.27301816887447405,2.0,103.0,1.0,52.2669633642931,0.0,0.0,0.0,2.1511,1.8998499999999998,0.9118166666666666,3.2122333333333333,8.175016666666666
"Broward County, FL",0.29563193843178104,0.9900085306402131,0.06663743971942131,15.006578947368421,0.003395446912503917,0.4714045207910317,1.0,13.0,0.9230769230769231,3.0,0.0,0.0,0.0,2.2595,1.8599333333333334,1.5722666666666667,2.809483333333333,8.501183333333332
"Brown County, IN",0.8009158581862897,1.0238360547064114,0.036973972269520795,27.04605263157895,1.0,0.2816711942945249,1.0,14.0,1.0,16.089755639097746,0.0,0.0,0.0,1.4026833333333333,1.64735,0.20763333333333334,1.4768999999999999,4.734566666666667
"Bureau County, IL",0.4160196498238145,0.9,0.02562805597706963,39.01973684210527,1.0,0.3623706664895779,1.0,2.0,1.0,37.53947368421053,3.3788,0.0,0.0,1.546166666666667,2.1984,0.7959499999999999,1.7395833333333333,6.280116666666667
"Burleson County, TX",0.41387560675207846,1.0133598605846248,0.0262086322979072,40.56578947368421,0.6070147619691555,0.3293978455953557,4.0,19.0,0.9473684210526315,41.048245614035096,0.0,0.0,0.0,2.1216166666666667,2.2769333333333335,1.3030000000000002,2.5055,8.20705
"Butler County, MO",0.37783985452454893,0.8015320360151297,0.04623660519047147,22.523026315789473,1.0,0.33377711043801345,2.0,4.0,1.0,32.2516447368421,0.0,0.0,0.0,3.3532999999999995,2.6640333333333333,0.46343333333333336,2.77665,9.257416666666666
"Butte County, CA",0.40780653562891306,1.0099958749071716,0.03166810449987075,32.03508771929825,0.5804633306489628,0.30322085581208963,3.0,51.0,0.5882352941176471,10.711622807017545,0.0,0.0,0.0,2.7509833333333336,1.9540333333333333,1.2079666666666666,3.4941666666666666,9.407166666666667
CA,0.19759286336962933,0.9305808679241654,0.0447517873712451,49.04714912280702,0.33697016299935373,0.31888866495753404,6.0,91.0,0.5274725274725275,31.175675675675677,3853.488383333334,1.0226092150297104,24619.19936940459,2.401033202861153,1.7625504473347782,1.5654794216145762,3.1014727299253693,8.830533237087408
CO,0.5268543484245181,0.5063598259062074,0.03372410435629276,51.04276315789474,0.4989092775136854,0.20336839802711096,2.0,550.0,0.9981818181818182,17.098166088297667,540.5132166666667,1.3721974973431266,29619.980716362785,1.4810230465821765,1.5393041245852717,1.2123563233583259,2.4727606901082786,6.705447736771696
CT,0.985389679411051,1.0298163079139246,0.011160501536498238,91.60197368421053,0.9935377648678936,0.2633026892488672,2.0,131.0,1.0,27.699102407180742,358.16383333333334,2.2818901300005145,33984.17382544579,1.5159762473424385,1.7061078935882499,1.2698771890393823,2.8359337213536833,7.327896091464447
"Calcasieu Parish, LA",0.3672835771909759,0.8901705060436546,0.10165611127478981,45.03125,0.5058083318780828,0.27295124902874374,4.0,65.0,0.9538461538461539,47.00493421052632,19.918666666666667,0.0,0.0,2.3931,2.403783333333333,1.0129166666666667,3.0701666666666667,8.879966666666666
"Caldwell County, TX",0.15310951676909504,1.1323527234258437,0.020651519876636108,49.5625,0.4287792608478518,0.285879280392459,2.0,8.0,0.625,36.64473684210527,4.108216666666666,0.0,0.0,2.8496166666666665,2.3406166666666666,1.5317833333333333,3.638,10.36
"Calhoun County, AR",0.7582058715856584,0.4234051085026853,0.011888002502737367,84.11842105263159,1.0,0.26682516903042947,1.0,3.0,1.0,57.067982456140356,0.0,0.0,0.0,2.5377833333333335,2.3259333333333334,0.7451833333333333,2.0881666666666665,7.697066666666667
"Calhoun County, FL",0.07255254389357012,0.8601082073895735,0.18331143232588698,16.519736842105264,0.18743819639188353,0.34273962390913953,2.0,9.0,0.8888888888888888,3.7483552631578947,0.0,0.0,0.0,3.246983333333333,2.2394666666666665,1.03805,3.5049499999999996,10.029433333333333
"Calhoun County, TX",0.42005270141909334,1.0412246499939897,0.01732218639941899,62.07894736842106,0.677849965696726,0.29206002341520415,3.0,22.0,0.8636363636363636,51.395083102493075,2.1316333333333333,0.0,0.0,2.4158000000000004,2.820733333333333,1.5231833333333331,2.711866666666667,9.471616666666666
"Callahan County, TX",0.30487052307695195,1.0,0.01848923488626688,54.08552631578947,0.9728529391976356,0.3645088289818687,1.0,2.0,1.0,54.08552631578947,1.3695166666666667,0.0,0.0,1.92975,2.27555,0.7812,1.5476666666666665,6.534166666666667
"Camden County, GA",0.5208655615741316,0.9206322203288652,0.020044088159884295,54.05263157894737,0.8829635986857063,0.2948192029832701,2.0,7.0,0.7142857142857143,39.03289473684212,0.0,0.0,0.0,2.1866,2.01215,0.9498000000000001,2.7274999999999996,7.876033333333333
"Cameron County, TX",0.18394836927706287,0.9745423755362409,0.04681496137323601,39.036184210526315,0.291013821349769,0.3583507351979093,4.0,68.0,0.9852941176470589,67.48595836606441,41.55321666666667,0.0,0.0,3.9215666666666666,2.584566666666667,1.6589166666666666,3.2526166666666665,11.417666666666667
"Cameron Parish, LA",0.3599402756297723,0.9939985007129941,0.031334792416371215,66.81578947368422,0.5366012978000001,0.2579122212801397,4.0,39.0,0.9743589743589743,68.45100415512465,0.0,0.0,0.0,1.4072166666666668,1.7493166666666669,0.6135499999999999,1.9561666666666666,5.726266666666667
"Campbell County, TN",1.0,0.4880970052083333,0.08301474604041506,12.046052631578949,0.9523880208333333,0.4330127018922193,1.0,2.0,1.0,10.5,0.0,0.0,0.0,3.5560666666666667,2.3211833333333334,0.13121666666666668,2.7554166666666666,8.76385
"Cape May County, NJ",0.3838632031579603,1.0115678572722482,0.012331656660717182,81.0921052631579,0.9999999999999996,0.22585368019729668,1.0,22.0,1.0,22.807117224880383,9.5206,1.5336089314730643,13521.760846563186,1.5728,1.7202666666666666,0.9320499999999999,2.5825333333333336,6.807666666666667
"Carroll County, AR",0.600317244504872,0.2,0.011888002502737367,84.11842105263159,1.0,0.372677996249965,1.0,1.0,1.0,84.11842105263159,0.0,0.0,0.0,2.5576166666666666,2.1671333333333336,1.1539666666666666,2.3958999999999997,8.274583333333334
"Carroll County, IN",0.7443021694168174,1.029568116500266,0.011479495506381693,87.11184210526316,1.0000000000000002,0.21310472813422776,1.0,14.0,1.0,27.245770676691734,0.0,0.0,0.0,1.4346666666666668,1.8141833333333333,0.5650666666666667,1.3754333333333333,5.18935
"Carroll County, TN",1.0,0.20000132141475951,0.06649168853893263,15.039473684210527,1.0000066070737976,0.4,1.0,2.0,1.0,10.532894736842106,2.8302,0.0,0.0,2.9276166666666668,2.28715,0.5780333333333333,2.6729333333333334,8.465733333333334
"Carter County, MO",0.29316739891987653,0.9160157116430951,0.021131088983048343,49.546052631578945,0.5353288862665382,0.3226517230514069,2.0,26.0,0.9230769230769231,29.7749451754386,0.0,0.0,0.0,3.1761,2.5399333333333334,0.16715,2.2758499999999997,8.159033333333333
"Cass County, IL",0.46443949533637774,0.5,0.051828218154888445,21.00986842105263,0.5000000000000001,0.3462683874286154,2.0,4.0,1.0,12.761513157894738,1.3016666666666665,0.0,0.0,2.2390166666666667,2.3954833333333334,1.2357333333333334,2.4186166666666664,8.288833333333335
"Cass County, IN",1.0,0.9963152761220604,0.06663743971942131,15.006578947368421,1.0,0.40632348019225106,1.0,2.0,1.0,15.006578947368421,3.82905,0.0,0.0,2.4059666666666666,2.422,1.1614666666666666,2.55505,8.544483333333334
